,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
3,1,Daniel Ricciardo,Red Bull Racing TAG Heuer,49,1:47.187,170.113,21:37:43
5,2,Sebastian Vettel,Ferrari,45,1:47.345,169.863,21:30:49
44,3,Lewis Hamilton,Mercedes,52,1:47.752,169.221,21:43:14
7,4,Kimi Räikkönen,Ferrari,51,1:48.204,168.515,21:41:27
33,5,Max Verstappen,Red Bull Racing TAG Heuer,46,1:49.050,167.207,21:33:05
6,6,Nico Rosberg,Mercedes,38,1:50.296,165.318,21:17:03
55,7,Carlos Sainz,Toro Rosso Ferrari,56,1:50.532,164.965,21:52:48
20,8,Kevin Magnussen,Renault,44,1:50.858,164.480,21:29:29
26,9,Daniil Kvyat,Toro Rosso Ferrari,39,1:50.944,164.353,21:19:58
9,10,Marcus Ericsson,Sauber Ferrari,27,1:50.963,164.325,20:57:56
21,11,Esteban Gutierrez ,Haas Ferrari,39,1:51.075,164.159,21:20:25
14,12,Fernando Alonso,McLaren Honda,49,1:51.249,163.902,21:38:30
77,13,Valtteri Bottas,Williams Mercedes,17,1:51.368,163.727,20:38:43
19,14,Felipe Massa,Williams Mercedes,53,1:51.455,163.599,21:46:33
11,15,Sergio Perez,Force India Mercedes,34,1:51.517,163.508,21:10:28
22,16,Jenson Button,McLaren Honda,18,1:51.631,163.341,20:40:37
12,17,Felipe Nasr,Sauber Ferrari,41,1:51.683,163.265,21:24:15
31,18,Esteban Ocon,MRT Mercedes,47,1:51.748,163.170,21:38:32
30,19,Jolyon Palmer,Renault,36,1:51.777,163.128,21:15:15
94,20,Pascal Wehrlein,MRT Mercedes,40,1:52.021,162.773,21:22:58
