,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:44.152,34
7,2,Kimi Räikkönen,Ferrari,+0.275s,34
33,3,Max Verstappen,Red Bull Racing TAG Heuer,+0.380s,29
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.405s,26
5,5,Sebastian Vettel,Ferrari,+1.009s,33
27,6,Nico Hulkenberg,Force India Mercedes,+1.030s,35
44,7,Lewis Hamilton,Mercedes,+1.123s,10
55,8,Carlos Sainz,Toro Rosso Ferrari,+1.355s,33
14,9,Fernando Alonso,McLaren Honda,+1.627s,30
26,10,Daniil Kvyat,Toro Rosso Ferrari,+1.877s,35
11,11,Sergio Perez,Force India Mercedes,+1.911s,26
22,12,Jenson Button,McLaren Honda,+2.422s,30
21,13,Esteban Gutierrez ,Haas Ferrari,+2.575s,36
19,14,Felipe Massa,Williams Mercedes,+2.704s,30
77,15,Valtteri Bottas,Williams Mercedes,+2.808s,30
20,16,Kevin Magnussen,Renault,+3.009s,30
30,17,Jolyon Palmer,Renault,+3.014s,34
12,18,Felipe Nasr,Sauber Ferrari,+3.379s,29
8,19,Romain Grosjean,Haas Ferrari,+4.239s,12
9,20,Marcus Ericsson,Sauber Ferrari,+4.335s,32
94,21,Pascal Wehrlein,MRT Mercedes,+4.353s,33
31,22,Esteban Ocon,MRT Mercedes,+4.671s,29
