,Position,Driver,Car,Time / Gap,Laps
33,1,Max Verstappen,Red Bull Racing TAG Heuer,1:45.823,25
3,2,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.049s,27
5,3,Sebastian Vettel,Ferrari,+0.464s,22
44,4,Lewis Hamilton,Mercedes,+0.603s,24
6,5,Nico Rosberg,Mercedes,+0.690s,22
7,6,Kimi Räikkönen,Ferrari,+1.067s,20
55,7,Carlos Sainz,Toro Rosso Ferrari,+1.113s,28
26,8,Daniil Kvyat,Toro Rosso Ferrari,+1.860s,29
19,9,Felipe Massa,Williams Mercedes,+2.221s,27
21,10,Esteban Gutierrez ,Haas Ferrari,+2.286s,23
14,11,Fernando Alonso,McLaren Honda,+2.379s,21
11,12,Sergio Perez,Force India Mercedes,+2.391s,28
27,13,Nico Hulkenberg,Force India Mercedes,+2.536s,28
77,14,Valtteri Bottas,Williams Mercedes,+2.630s,26
12,15,Felipe Nasr,Sauber Ferrari,+3.772s,16
22,16,Jenson Button,McLaren Honda,+3.792s,20
30,17,Jolyon Palmer,Renault,+3.971s,27
20,18,Kevin Magnussen,Renault,+4.440s,29
94,19,Pascal Wehrlein,MRT Mercedes,+5.289s,23
9,20,Marcus Ericsson,Sauber Ferrari,+5.656s,16
31,21,Esteban Ocon,MRT Mercedes,+6.556s,33
8,22,Romain Grosjean,Haas Ferrari,,2
