,Position,Driver,Car,Laps,Time,Points
6,1,Nico Rosberg,Mercedes,61,1:55:48.950,25
3,2,Daniel Ricciardo,Red Bull Racing TAG Heuer,61,+0.488s,18
44,3,Lewis Hamilton,Mercedes,61,+8.038s,15
7,4,Kimi Räikkönen,Ferrari,61,+10.219s,12
5,5,Sebastian Vettel,Ferrari,61,+27.694s,10
33,6,Max Verstappen,Red Bull Racing TAG Heuer,61,+71.197s,8
14,7,Fernando Alonso,McLaren Honda,61,+89.198s,6
11,8,Sergio Perez,Force India Mercedes,61,+111.062s,4
26,9,Daniil Kvyat,Toro Rosso Ferrari,61,+111.557s,2
20,10,Kevin Magnussen,Renault,61,+119.952s,1
21,11,Esteban Gutierrez ,Haas Ferrari,60,+1 lap,0
19,12,Felipe Massa,Williams Mercedes,60,+1 lap,0
12,13,Felipe Nasr,Sauber Ferrari,60,+1 lap,0
55,14,Carlos Sainz,Toro Rosso Ferrari,60,+1 lap,0
30,15,Jolyon Palmer,Renault,60,+1 lap,0
94,16,Pascal Wehrlein,MRT Mercedes,60,+1 lap,0
9,17,Marcus Ericsson,Sauber Ferrari,60,+1 lap,0
31,18,Esteban Ocon,MRT Mercedes,59,+2 laps,0
22,NC,Jenson Button,McLaren Honda,43,DNF,0
77,NC,Valtteri Bottas,Williams Mercedes,35,DNF,0
27,NC,Nico Hulkenberg,Force India Mercedes,0,DNF,0
8,NC,Romain Grosjean,Haas Ferrari,0,DNS,0
