,Position,Driver,Car,Time
12,1,Niki Lauda,Ferrari,58.790
1,2,Ronnie Peterson,Lotus Ford,59.080
16,3,Tom Pryce,Shadow Ford,59.110
11,4,Clay Regazzoni,Ferrari,59.130
5,5,Emerson Fittipaldi,McLaren Ford,59.200
33,6,Mike Hailwood,McLaren Ford,59.220
3,7,Jody Scheckter,Tyrrell Ford,59.320
7,8,Carlos Reutemann,Brabham Ford,59.360
4,9,Patrick Depailler,Tyrrell Ford,59.430
24,10,James Hunt,March Ford,59.510
6,11,Denny Hulme,McLaren Ford,59.540
17,12,Jean-Pierre Jarier,Shadow Ford,59.590
2,13,Jacky Ickx,Lotus Ford,1:00.000
28,14,John Watson,Brabham Ford,1:00.020
20,15,Arturo Merzario,Iso Marlboro Ford,1:00.160
10,16,Vittorio Brambilla,March Ford,1:00.260
14,17,Jean-Pierre Beltoise,BRM,1:00.360
19,18,Jochen Mass,Surtees Ford,1:00.480
15,19,Henri Pescarolo,BRM,1:00.670
27,20,Guy Edwards,Lola Ford,1:00.680
26,21,Graham Hill,Lola Ford,1:00.730
37,22,Francois  Migault,BRM,1:00.860
