,Position,Driver,Car,Time / Gap,Laps
77,1,Valtteri Bottas,Mercedes,1:08.846,48
44,2,Lewis Hamilton,Mercedes,+0.003s,43
5,3,Sebastian Vettel,Ferrari,+0.073s,42
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.318s,44
33,5,Max Verstappen,Red Bull Racing TAG Heuer,+0.493s,28
7,6,Kimi Räikkönen,Ferrari,+0.566s,42
8,7,Romain Grosjean,Haas Ferrari,+0.923s,44
16,8,Charles Leclerc,Sauber Ferrari,+1.097s,44
20,9,Kevin Magnussen,Haas Ferrari,+1.161s,39
31,10,Esteban Ocon,Force India Mercedes,+1.313s,45
11,11,Sergio Perez,Force India Mercedes,+1.474s,23
10,12,Pierre Gasly,Scuderia Toro Rosso Honda,+1.484s,44
14,13,Fernando Alonso,McLaren Renault,+1.486s,36
55,14,Carlos Sainz,Renault,+1.612s,48
9,15,Marcus Ericsson,Sauber Ferrari,+1.686s,44
35,16,Sergey Sirotkin,Williams Mercedes,+1.723s,46
2,17,Stoffel Vandoorne,McLaren Renault,+1.750s,26
18,18,Lance Stroll,Williams Mercedes,+1.816s,44
28,19,Brendon Hartley,Scuderia Toro Rosso Honda,+1.888s,46
27,20,Nico Hulkenberg,Renault,+2.828s,6
