,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,71,1:27:09.066,25
33,2,Max Verstappen,Red Bull Racing TAG Heuer,71,+1.469s,18
7,3,Kimi Räikkönen,Ferrari,71,+4.764s,15
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,71,+5.193s,12
77,5,Valtteri Bottas,Mercedes,71,+22.943s,10
5,6,Sebastian Vettel,Ferrari,71,+26.997s,8
16,7,Charles Leclerc,Sauber Ferrari,71,+44.199s,6
8,8,Romain Grosjean,Haas Ferrari,71,+51.230s,4
20,9,Kevin Magnussen,Haas Ferrari,71,+52.857s,2
11,10,Sergio Perez,Force India Mercedes,70,+1 lap,1
28,11,Brendon Hartley,Scuderia Toro Rosso Honda,70,+1 lap,0
55,12,Carlos Sainz,Renault,70,+1 lap,0
10,13,Pierre Gasly,Scuderia Toro Rosso Honda,70,+1 lap,0
31,14,Esteban Ocon,Force India Mercedes,70,+1 lap,0
2,15,Stoffel Vandoorne,McLaren Renault,70,+1 lap,0
35,16,Sergey Sirotkin,Williams Mercedes,69,+2 laps,0
14,17,Fernando Alonso,McLaren Renault,69,+2 laps,0
18,18,Lance Stroll,Williams Mercedes,69,+2 laps,0
27,NC,Nico Hulkenberg,Renault,32,DNF,0
9,NC,Marcus Ericsson,Sauber Ferrari,20,DNF,0
