,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:08.464,1:07.795,1:07.281,17
5,2,Sebastian Vettel,Ferrari,1:08.452,1:07.776,1:07.374,17
77,3,Valtteri Bottas,Mercedes,1:08.492,1:07.727,1:07.441,17
7,4,Kimi Räikkönen,Ferrari,1:08.452,1:08.028,1:07.456,17
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:08.205,1:08.017,1:07.778,16
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:08.544,1:08.055,1:07.780,16
9,7,Marcus Ericsson,Sauber Ferrari,1:08.754,1:08.579,1:08.296,19
16,8,Charles Leclerc,Sauber Ferrari,1:08.667,1:08.335,1:08.492,23
8,9,Romain Grosjean,Haas Ferrari,1:08.735,1:08.239,1:08.517,17
10,10,Pierre Gasly,Scuderia Toro Rosso Honda,1:09.046,1:08.616,1:09.029,24
20,11,Kevin Magnussen,Haas Ferrari,1:08.474,1:08.659,,12
11,12,Sergio Perez,Force India Mercedes,1:09.217,1:08.741,,15
31,13,Esteban Ocon,Force India Mercedes,1:09.264,1:08.770,,18
27,14,Nico Hulkenberg,Renault,1:09.009,1:08.834,,15
35,15,Sergey Sirotkin,Williams Mercedes,1:09.259,1:10.381,,11
55,16,Carlos Sainz,Renault,1:09.269,,,9
28,17,Brendon Hartley,Scuderia Toro Rosso Honda,1:09.280,,,10
14,18,Fernando Alonso,McLaren Renault,1:09.402,,,9
18,19,Lance Stroll,Williams Mercedes,1:09.441,,,9
2,20,Stoffel Vandoorne,McLaren Renault,1:09.601,,,9
