,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
77,1,Valtteri Bottas,Mercedes,65,1:10.540,219.909,16:33:47
5,2,Sebastian Vettel,Ferrari,71,1:10.831,219.005,16:40:59
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,62,1:11.343,217.434,16:29:49
33,4,Max Verstappen,Red Bull Racing TAG Heuer,61,1:11.578,216.720,16:28:33
18,5,Lance Stroll,Williams Mercedes,68,1:11.751,216.197,16:39:54
7,6,Kimi Räikkönen,Ferrari,64,1:11.769,216.143,16:32:11
44,7,Lewis Hamilton,Mercedes,70,1:11.795,216.065,16:39:20
16,8,Charles Leclerc,Sauber Ferrari,70,1:12.082,215.204,16:40:03
55,9,Carlos Sainz,Renault,50,1:12.169,214.945,16:16:48
20,10,Kevin Magnussen,Haas Ferrari,67,1:12.206,214.835,16:36:33
31,11,Esteban Ocon,Force India Mercedes,70,1:12.352,214.401,16:41:38
8,12,Romain Grosjean,Haas Ferrari,71,1:12.362,214.372,16:41:23
11,13,Sergio Perez,Force India Mercedes,58,1:12.472,214.046,16:25:57
14,14,Fernando Alonso,McLaren Renault,57,1:12.643,213.542,16:25:58
28,15,Brendon Hartley,Scuderia Toro Rosso Honda,53,1:12.949,212.647,16:20:25
2,16,Stoffel Vandoorne,McLaren Renault,68,1:12.968,212.591,16:39:11
10,17,Pierre Gasly,Scuderia Toro Rosso Honda,55,1:13.822,210.132,16:22:46
27,18,Nico Hulkenberg,Renault,30,1:14.029,209.544,15:51:17
35,19,Sergey Sirotkin,Williams Mercedes,52,1:14.262,208.887,16:19:23
9,20,Marcus Ericsson,Sauber Ferrari,3,1:15.281,206.059,15:17:18
