,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,66,1:35:50.443,26
77,2,Valtteri Bottas,Mercedes,66,+4.074s,18
33,3,Max Verstappen,Red Bull Racing Honda,66,+7.679s,15
5,4,Sebastian Vettel,Ferrari,66,+9.167s,12
16,5,Charles Leclerc,Ferrari,66,+13.361s,10
10,6,Pierre Gasly,Red Bull Racing Honda,66,+19.576s,8
20,7,Kevin Magnussen,Haas Ferrari,66,+28.159s,6
55,8,Carlos Sainz,McLaren Renault,66,+32.342s,4
26,9,Daniil Kvyat,Scuderia Toro Rosso Honda,66,+33.056s,2
8,10,Romain Grosjean,Haas Ferrari,66,+34.641s,1
23,11,Alexander Albon,Scuderia Toro Rosso Honda,66,+35.445s,0
3,12,Daniel Ricciardo,Renault,66,+36.758s,0
27,13,Nico Hulkenberg,Renault,66,+39.241s,0
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,66,+41.803s,0
11,15,Sergio Perez,Racing Point BWT Mercedes,66,+46.877s,0
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,66,+47.691s,0
63,17,George Russell,Williams Mercedes,65,+1 lap,0
88,18,Robert Kubica,Williams Mercedes,65,+1 lap,0
18,NC,Lance Stroll,Racing Point BWT Mercedes,44,DNF,0
4,NC,Lando Norris,McLaren Renault,44,DNF,0
