,Position,Driver,Car,Time
77,1,Valtteri Bottas,Mercedes,1:15.406
44,2,Lewis Hamilton,Mercedes,1:16.040
5,3,Sebastian Vettel,Ferrari,1:16.272
33,4,Max Verstappen,Red Bull Racing Honda,1:16.357
16,5,Charles Leclerc,Ferrari,1:16.588
10,6,Pierre Gasly,Red Bull Racing Honda,1:16.708
8,7,Romain Grosjean,Haas Ferrari,1:16.911
20,8,Kevin Magnussen,Haas Ferrari,1:16.922
26,9,Daniil Kvyat,Scuderia Toro Rosso Honda,1:17.573
4,10,Lando Norris,McLaren Renault,1:17.338
23,11,Alexander Albon,Scuderia Toro Rosso Honda,1:17.445
55,12,Carlos Sainz,McLaren Renault,1:17.599
3,13,Daniel Ricciardo,Renault,1:18.106
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:17.788
11,15,Sergio Perez,Racing Point BWT Mercedes,1:17.886
18,16,Lance Stroll,Racing Point BWT Mercedes,1:18.471
88,17,Robert Kubica,Williams Mercedes,1:20.254
99,18,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:18.664
63,19,George Russell,Williams Mercedes,1:19.072
27,20,Nico Hulkenberg,Renault,1:18.404
