,Position,Driver,Car,Q1,Q2,Q3,Laps
77,1,Valtteri Bottas,Mercedes,1:16.979,1:15.924,1:15.406,18
44,2,Lewis Hamilton,Mercedes,1:17.292,1:16.038,1:16.040,17
5,3,Sebastian Vettel,Ferrari,1:17.425,1:16.667,1:16.272,18
33,4,Max Verstappen,Red Bull Racing Honda,1:17.244,1:16.726,1:16.357,12
16,5,Charles Leclerc,Ferrari,1:17.388,1:16.714,1:16.588,19
10,6,Pierre Gasly,Red Bull Racing Honda,1:17.862,1:16.932,1:16.708,17
8,7,Romain Grosjean,Haas Ferrari,1:18.042,1:17.066,1:16.911,16
20,8,Kevin Magnussen,Haas Ferrari,1:17.669,1:17.272,1:16.922,15
26,9,Daniil Kvyat,Scuderia Toro Rosso Honda,1:17.914,1:17.243,1:17.573,20
3,10,Daniel Ricciardo,Renault,1:18.385,1:17.299,1:18.106,19
4,11,Lando Norris,McLaren Renault,1:17.611,1:17.338,,14
23,12,Alexander Albon,Scuderia Toro Rosso Honda,1:17.796,1:17.445,,14
55,13,Carlos Sainz,McLaren Renault,1:17.760,1:17.599,,12
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:18.132,1:17.788,,14
11,15,Sergio Perez,Racing Point BWT Mercedes,1:18.286,1:17.886,,12
27,16,Nico Hulkenberg,Renault,1:18.404,,,7
18,17,Lance Stroll,Racing Point BWT Mercedes,1:18.471,,,9
99,18,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:18.664,,,8
63,19,George Russell,Williams Mercedes,1:19.072,,,8
88,20,Robert Kubica,Williams Mercedes,1:20.254,,,9
