,Position,Driver,Car,Time
12,1,Ayrton Senna,McLaren Honda,1:27.635
5,2,Nigel Mansell,Williams Judd,1:27.743
20,3,Thierry Boutsen,Benetton Ford,1:27.970
16,4,Ivan Capelli,March Judd,1:28.350
19,5,Alessandro Nannini,Benetton Ford,1:28.493
6,6,Riccardo Patrese,Williams Judd,1:28.569
11,7,Alain Prost,McLaren Honda,1:28.778
15,8,Mauricio Gugelmin,March Judd,1:29.099
28,9,Gerhard Berger,Ferrari,1:29.244
36,10,Alex Caffi,Dallara Ford,1:29.891
24,11,Luis Perez-Sala,Minardi Ford,1:30.103
17,12,Derek Warwick,Arrows Megatron,1:30.185
1,13,Nelson Piquet,Lotus Honda,1:30.405
18,14,Eddie  Cheever,Arrows Megatron,1:30.908
27,15,Michele Alboreto,Ferrari,1:31.052
23,16,Pierluigi Martini,Minardi Ford,1:31.123
29,17,Yannick Dalmas,Lola Ford,1:31.200
22,18,Andrea de Cesaris,Rial Ford,1:31.523
2,19,Satoru Nakajima,Lotus Honda,1:31.646
30,20,Philippe Alliot,Lola Ford,1:31.719
3,21,Jonathan  Palmer,Tyrrell Ford,1:31.741
31,22,Gabriele Tarquini,Coloni Ford,1:32.160
14,23,Philippe Streiff,AGS Ford,1:32.265
26,24,Stefan Johansson,Ligier Judd,1:32.342
25,25,Rene Arnoux,Ligier Judd,1:32.477
33,26,Stefano Modena,Euro Brun Ford,1:32.614
