,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Michael Schumacher,Ferrari,17,1:22.491,215.281
2,2,Rubens Barrichello,Ferrari,49,1:22.775,214.543
6,3,Kimi Räikkönen,McLaren Mercedes,21,1:22.810,214.452
3,4,Juan Pablo Montoya,Williams BMW,32,1:22.946,214.100
5,5,David Coulthard,McLaren Mercedes,20,1:23.200,213.447
4,6,Ralf Schumacher,Williams BMW,29,1:23.265,213.280
8,7,Fernando Alonso,Renault,60,1:23.844,211.807
17,8,Jenson Button,BAR Honda,15,1:23.972,211.484
16,9,Jacques Villeneuve,BAR Honda,16,1:24.108,211.142
14,10,Mark Webber,Jaguar Cosworth,30,1:24.258,210.766
21,11,Cristiano da Matta,Toyota,15,1:24.705,209.654
11,12,Giancarlo Fisichella,Jordan Ford,27,1:24.730,209.592
15,13,Antonio Pizzonia,Jaguar Cosworth,36,1:24.733,209.585
10,14,Heinz-Harald Frentzen,Sauber Petronas,34,1:24.874,209.237
20,15,Olivier Panis,Toyota,36,1:25.123,208.625
9,16,Nick Heidfeld,Sauber Petronas,38,1:25.329,208.121
7,17,Jarno Trulli,Renault,13,1:25.444,207.841
12,18,Ralph Firman,Jordan Ford,45,1:25.539,207.610
18,19,Justin Wilson,Minardi Cosworth,23,1:26.354,205.651
19,20,Jos Verstappen,Minardi Cosworth,35,1:26.835,204.512
