,Position,Driver,Car,Time / Gap,Laps
4,1,Ralf Schumacher,Williams BMW,1:21.335,20
3,2,Juan Pablo Montoya,Williams BMW,+0.074s,18
14,3,Mark Webber,Jaguar Cosworth,+0.721s,21
5,4,David Coulthard,McLaren Mercedes,+0.786s,22
8,5,Fernando Alonso,Renault,+1.226s,17
17,6,Jenson Button,BAR Honda,+1.334s,20
10,7,Heinz-Harald Frentzen,Sauber Petronas,+1.379s,18
7,8,Jarno Trulli,Renault,+1.716s,19
2,9,Rubens Barrichello,Ferrari,+1.722s,26
1,10,Michael Schumacher,Ferrari,+1.722s,9
11,11,Giancarlo Fisichella,Jordan Ford,+1.932s,9
15,12,Antonio Pizzonia,Jaguar Cosworth,+2.091s,8
6,13,Kimi Räikkönen,McLaren Mercedes,+2.222s,24
9,14,Nick Heidfeld,Sauber Petronas,+2.499s,17
12,15,Ralph Firman,Jordan Ford,+2.672s,11
21,16,Cristiano da Matta,Toyota,+2.782s,23
20,17,Olivier Panis,Toyota,+3.230s,14
16,18,Jacques Villeneuve,BAR Honda,+3.818s,13
19,19,Jos Verstappen,Minardi Cosworth,+3.845s,17
18,20,Justin Wilson,Minardi Cosworth,+4.371s,4
