,Position,Driver,Car,Time / Gap,Laps
2,1,Rubens Barrichello,Ferrari,1:22.819,31
4,2,Ralf Schumacher,Williams BMW,+0.078s,23
14,3,Mark Webber,Jaguar Cosworth,+0.139s,19
6,4,Kimi Räikkönen,McLaren Mercedes,+0.143s,35
1,5,Michael Schumacher,Ferrari,+0.155s,35
8,6,Fernando Alonso,Renault,+0.223s,41
5,7,David Coulthard,McLaren Mercedes,+0.379s,34
3,8,Juan Pablo Montoya,Williams BMW,+0.950s,33
16,9,Jacques Villeneuve,BAR Honda,+1.279s,33
20,10,Olivier Panis,Toyota,+1.280s,31
11,11,Giancarlo Fisichella,Jordan Ford,+1.313s,24
17,12,Jenson Button,BAR Honda,+1.359s,40
7,13,Jarno Trulli,Renault,+1.503s,38
21,14,Cristiano da Matta,Toyota,+1.864s,40
9,15,Nick Heidfeld,Sauber Petronas,+1.928s,32
12,16,Ralph Firman,Jordan Ford,+1.944s,27
10,17,Heinz-Harald Frentzen,Sauber Petronas,+2.513s,7
19,18,Jos Verstappen,Minardi Cosworth,+2.926s,25
18,19,Justin Wilson,Minardi Cosworth,+3.126s,22
15,20,Antonio Pizzonia,Jaguar Cosworth,+3.376s,17
