,Position,Driver,Car,Time
8,1,Mika Hakkinen,McLaren Mercedes,1:20.262
7,2,David Coulthard,McLaren Mercedes,1:20.996
3,3,Michael Schumacher,Ferrari,1:21.785
5,4,Giancarlo Fisichella,Benetton Playlife,1:21.894
6,5,Alexander Wurz,Benetton Playlife,1:21.965
4,6,Eddie Irvine,Ferrari,1:22.350
15,7,Johnny Herbert,Sauber Petronas,1:22.794
9,8,Damon Hill,Jordan Mugen Honda,1:22.835
18,9,Rubens Barrichello,Stewart Ford,1:22.860
1,10,Jacques Villeneuve,Williams Mecachrome,1:22.885
10,11,Ralf Schumacher,Jordan Mugen Honda,1:22.927
11,12,Olivier Panis,Prost Peugeot,1:22.963
2,13,Heinz-Harald Frentzen,Williams Mecachrome,1:23.197
14,14,Jean Alesi,Sauber Petronas,1:23.327
16,15,Pedro Diniz,Arrows,1:23.704
12,16,Jarno Trulli,Prost Peugeot,1:23.748
17,17,Mika Salo,Arrows,1:23.887
19,18,Jan Magnussen,Stewart Ford,1:24.112
23,19,Esteban Tuero,Minardi Ford,1:24.265
22,20,Shinji Nakano,Minardi Ford,1:24.538
21,21,Toranosuke Takagi,Tyrrell Ford,1:24.722
