,Position,Driver,Car,Time / Gap,Laps
8,1,Mika Hakkinen,McLaren Mercedes,1:22.147,17
7,2,David Coulthard,McLaren Mercedes,+0.818s,25
15,3,Johnny Herbert,Sauber Petronas,+1.090s,43
4,4,Eddie Irvine,Ferrari,+1.274s,24
3,5,Michael Schumacher,Ferrari,+1.321s,20
2,6,Heinz-Harald Frentzen,Williams Mecachrome,+1.696s,29
18,7,Rubens Barrichello,Stewart Ford,+1.890s,25
1,8,Jacques Villeneuve,Williams Mecachrome,+2.051s,20
14,9,Jean Alesi,Sauber Petronas,+2.110s,4
11,10,Olivier Panis,Prost Peugeot,+2.125s,32
5,11,Giancarlo Fisichella,Benetton Playlife,+2.139s,29
6,12,Alexander Wurz,Benetton Playlife,+2.164s,20
10,13,Ralf Schumacher,Jordan Mugen Honda,+2.273s,36
9,14,Damon Hill,Jordan Mugen Honda,+2.741s,41
12,15,Jarno Trulli,Prost Peugeot,+2.750s,38
22,16,Shinji Nakano,Minardi Ford,+3.133s,23
21,17,Toranosuke Takagi,Tyrrell Ford,+3.189s,19
23,18,Esteban Tuero,Minardi Ford,+3.378s,29
16,19,Pedro Diniz,Arrows,+3.623s,28
17,20,Mika Salo,Arrows,+4.138s,28
20,21,Ricardo Rosset,Tyrrell Ford,+4.224s,39
19,22,Jan Magnussen,Stewart Ford,+4.459s,15
