,Position,Driver,Car,Laps,Time,Points
3,1,Jacques Villeneuve,Williams Renault,77,1:45:47.149,10
1,2,Damon Hill,Arrows Yamaha,77,+9.079s,6
16,3,Johnny Herbert,Sauber Petronas,77,+20.445s,4
5,4,Michael Schumacher,Ferrari,77,+30.501s,3
11,5,Ralf Schumacher,Jordan Peugeot,77,+30.715s,2
15,6,Shinji Nakano,Prost Mugen Honda,77,+41.512s,1
14,7,Jarno Trulli,Prost Mugen Honda,77,+75.552s,0
8,8,Gerhard Berger,Benetton Renault,77,+76.409s,0
6,9,Eddie Irvine,Ferrari,76,DNF,0
20,10,Ukyo Katayama,Minardi Hart,76,+1 lap,0
7,11,Jean Alesi,Benetton Renault,76,+1 lap,0
21,12,Tarso Marques,Minardi Hart,75,+2 laps,0
19,13,Mika Salo,Tyrrell Ford,75,+2 laps,0
10,NC,David Coulthard,McLaren Mercedes,65,DNF,0
18,NC,Jos Verstappen,Tyrrell Ford,61,DNF,0
2,NC,Pedro Diniz,Arrows Yamaha,53,DNF,0
12,NC,Giancarlo Fisichella,Jordan Peugeot,42,DNF,0
4,NC,Heinz-Harald Frentzen,Williams Renault,29,DNF,0
22,NC,Rubens Barrichello,Stewart Ford,29,DNF,0
9,NC,Mika Hakkinen,McLaren Mercedes,12,DNF,0
17,NC,Gianni Morbidelli,Sauber Petronas,7,DNF,0
23,NC,Jan Magnussen,Stewart Ford,5,DNF,0
