,Position,Driver,Car,Time
2,1,Felipe Massa,Ferrari,1:44.801
22,2,Lewis Hamilton,McLaren Mercedes,1:45.465
1,3,Kimi Räikkönen,Ferrari,1:45.617
4,4,Robert Kubica,Sauber BMW,1:45.779
23,5,Heikki Kovalainen,McLaren Mercedes,1:45.873
15,6,Sebastian Vettel,STR Ferrari,1:46.244
12,7,Timo Glock,Toyota,1:46.328
7,8,Nico Rosberg,Williams Toyota,1:46.611
3,9,Nick Heidfeld,Sauber BMW,1:45.964
8,10,Kazuki Nakajima,Williams Toyota,1:47.547
11,11,Jarno Trulli,Toyota,1:45.038
16,12,Jenson Button,Honda,1:45.133
10,13,Mark Webber,Red Bull Renault,1:45.212
9,14,David Coulthard,Red Bull Renault,1:45.298
5,15,Fernando Alonso,Renault,
6,16,Nelson Piquet,Renault,1:46.037
14,17,Sebastien Bourdais,STR Ferrari,1:46.389
17,18,Rubens Barrichello,Honda,1:46.583
20,19,Adrian Sutil,Force India Ferrari,1:47.940
