,Position,Driver,Car,Laps,Time,Points
5,1,Fernando Alonso,Renault,61,1:57:16.304,10
7,2,Nico Rosberg,Williams Toyota,61,+2.957s,8
22,3,Lewis Hamilton,McLaren Mercedes,61,+5.917s,6
12,4,Timo Glock,Toyota,61,+8.155s,5
15,5,Sebastian Vettel,STR Ferrari,61,+10.268s,4
3,6,Nick Heidfeld,Sauber BMW,61,+11.101s,3
9,7,David Coulthard,Red Bull Renault,61,+16.387s,2
8,8,Kazuki Nakajima,Williams Toyota,61,+18.489s,1
16,9,Jenson Button,Honda,61,+19.885s,0
23,10,Heikki Kovalainen,McLaren Mercedes,61,+26.902s,0
4,11,Robert Kubica,Sauber BMW,61,+27.975s,0
14,12,Sebastien Bourdais,STR Ferrari,61,+29.432s,0
2,13,Felipe Massa,Ferrari,61,+35.170s,0
21,14,Giancarlo Fisichella,Force India Ferrari,61,+43.571s,0
1,15,Kimi Räikkönen,Ferrari,57,DNF,0
11,NC,Jarno Trulli,Toyota,50,DNF,0
20,NC,Adrian Sutil,Force India Ferrari,49,DNF,0
10,NC,Mark Webber,Red Bull Renault,29,DNF,0
17,NC,Rubens Barrichello,Honda,14,DNF,0
6,NC,Nelson Piquet,Renault,13,DNF,0
