,Position,Driver,Car,Time / Gap,Laps
5,1,Fernando Alonso,Renault,1:45.654,30
22,2,Lewis Hamilton,McLaren Mercedes,+0.098s,28
2,3,Felipe Massa,Ferrari,+0.139s,31
23,4,Heikki Kovalainen,McLaren Mercedes,+0.143s,31
7,5,Nico Rosberg,Williams Toyota,+0.510s,34
4,6,Robert Kubica,Sauber BMW,+0.730s,36
1,7,Kimi Räikkönen,Ferrari,+0.926s,25
16,8,Jenson Button,Honda,+1.247s,32
8,9,Kazuki Nakajima,Williams Toyota,+1.359s,32
12,10,Timo Glock,Toyota,+1.392s,22
10,11,Mark Webber,Red Bull Renault,+1.483s,15
6,12,Nelson Piquet,Renault,+1.491s,35
15,13,Sebastian Vettel,STR Ferrari,+1.646s,33
14,14,Sebastien Bourdais,STR Ferrari,+1.833s,24
9,15,David Coulthard,Red Bull Renault,+1.986s,31
3,16,Nick Heidfeld,Sauber BMW,+2.106s,36
21,17,Giancarlo Fisichella,Force India Ferrari,+2.311s,12
17,18,Rubens Barrichello,Honda,+2.355s,25
11,19,Jarno Trulli,Toyota,+2.405s,28
20,20,Adrian Sutil,Force India Ferrari,+2.657s,36
