,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
63,1,George Russell,Mercedes,71,1:20.153,193.310,15:42:32
11,2,Sergio Perez,Red Bull Racing RBPT,30,1:21.775,189.476,14:45:14
3,3,Daniel Ricciardo,McLaren Mercedes,48,1:22.022,188.905,15:11:17
1,4,Max Verstappen,Red Bull Racing RBPT,36,1:22.046,188.850,14:53:18
44,5,Lewis Hamilton,Mercedes,32,1:22.062,188.813,14:47:56
55,6,Carlos Sainz,Ferrari,32,1:22.199,188.498,14:48:24
24,7,Guanyu Zhou,Alfa Romeo Ferrari,47,1:22.260,188.358,15:10:11
10,8,Pierre Gasly,AlphaTauri RBPT,42,1:22.277,188.319,15:03:16
18,9,Lance Stroll,Aston Martin Aramco Mercedes,42,1:22.463,187.895,15:03:28
16,10,Charles Leclerc,Ferrari,48,1:22.603,187.576,15:10:35
14,11,Fernando Alonso,Alpine Renault,48,1:22.866,186.981,15:11:02
23,12,Alexander Albon,Williams Mercedes,48,1:22.914,186.873,15:11:32
5,13,Sebastian Vettel,Aston Martin Aramco Mercedes,45,1:23.086,186.486,15:07:18
31,14,Esteban Ocon,Alpine Renault,48,1:23.279,186.054,15:11:09
20,15,Kevin Magnussen,Haas Ferrari,49,1:23.300,186.007,15:13:25
77,16,Valtteri Bottas,Alfa Romeo Ferrari,43,1:23.363,185.866,15:04:11
4,17,Lando Norris,McLaren Mercedes,48,1:23.402,185.779,15:11:14
22,18,Yuki Tsunoda,AlphaTauri RBPT,48,1:23.403,185.777,15:11:16
47,19,Mick Schumacher,Haas Ferrari,30,1:23.641,185.248,14:46:23
6,20,Nicholas Latifi,Williams Mercedes,56,1:23.709,185.098,15:23:55
