,Position,Driver,Car,Time / Gap,Laps
55,1,Carlos Sainz,Ferrari,1:20.707,25
16,2,Charles Leclerc,Ferrari,+0.046s,20
11,3,Sergio Perez,Red Bull Racing RBPT,+0.120s,22
1,4,Max Verstappen,Red Bull Racing RBPT,+0.120s,22
44,5,Lewis Hamilton,Mercedes,+0.142s,17
14,6,Fernando Alonso,Alpine Renault,+0.192s,26
77,7,Valtteri Bottas,Alfa Romeo Ferrari,+0.376s,23
4,8,Lando Norris,McLaren Mercedes,+0.413s,21
10,9,Pierre Gasly,AlphaTauri RBPT,+0.603s,25
5,10,Sebastian Vettel,Aston Martin Aramco Mercedes,+0.818s,24
3,11,Daniel Ricciardo,McLaren Mercedes,+1.055s,16
24,12,Guanyu Zhou,Alfa Romeo Ferrari,+1.113s,20
18,13,Lance Stroll,Aston Martin Aramco Mercedes,+1.158s,24
47,14,Mick Schumacher,Haas Ferrari,+1.245s,22
6,15,Nicholas Latifi,Williams Mercedes,+2.205s,20
40,16,Liam Lawson,AlphaTauri RBPT,+3.154s,19
45,17,Logan Sargeant,Williams Mercedes,+3.539s,22
19,18,Nyck De Vries,Mercedes,+3.875s,20
82,19,Jack Doohan,Alpine Renault,+3.908s,13
51,20,Pietro Fittipaldi,Haas Ferrari,+6.059s,9
