,Position,Driver,Car,Time / Gap,Laps
63,1,George Russell,Mercedes,1:19.970,32
22,2,Yuki Tsunoda,AlphaTauri RBPT,+0.828s,30
31,3,Esteban Ocon,Alpine Renault,+1.207s,31
44,4,Lewis Hamilton,Mercedes,+1.539s,32
11,5,Sergio Perez,Red Bull Racing RBPT,+1.609s,34
1,6,Max Verstappen,Red Bull Racing RBPT,+1.618s,34
16,7,Charles Leclerc,Ferrari,+1.648s,13
55,8,Carlos Sainz,Ferrari,+1.723s,34
77,9,Valtteri Bottas,Alfa Romeo Ferrari,+2.023s,36
10,10,Pierre Gasly,AlphaTauri RBPT,+2.134s,36
14,11,Fernando Alonso,Alpine Renault,+2.367s,31
5,12,Sebastian Vettel,Aston Martin Aramco Mercedes,+2.401s,32
23,13,Alexander Albon,Williams Mercedes,+2.477s,24
4,14,Lando Norris,McLaren Mercedes,+2.768s,31
3,15,Daniel Ricciardo,McLaren Mercedes,+2.793s,27
18,16,Lance Stroll,Aston Martin Aramco Mercedes,+2.870s,23
47,17,Mick Schumacher,Haas Ferrari,+2.909s,31
20,18,Kevin Magnussen,Haas Ferrari,+3.346s,21
6,19,Nicholas Latifi,Williams Mercedes,+3.350s,34
24,20,Guanyu Zhou,Alfa Romeo Ferrari,+3.399s,34
