,Position,Driver,Car,Lap,Time,Avg Speed
4,1,Ralf Schumacher,Williams BMW,43,1:33.408,223.805
5,2,David Coulthard,McLaren Mercedes,14,1:33.416,223.786
1,3,Michael Schumacher,Ferrari,14,1:33.553,223.458
2,4,Rubens Barrichello,Ferrari,18,1:33.703,223.100
3,5,Juan Pablo Montoya,Williams BMW,2,1:33.830,222.798
8,6,Fernando Alonso,Renault,8,1:34.255,221.794
6,7,Kimi Räikkönen,McLaren Mercedes,12,1:34.488,221.247
7,8,Jarno Trulli,Renault,26,1:34.546,221.111
17,9,Jenson Button,BAR Honda,14,1:34.605,220.973
14,10,Mark Webber,Jaguar Cosworth,24,1:34.635,220.903
9,11,Nick Heidfeld,Sauber Petronas,31,1:34.991,220.075
15,12,Justin Wilson,Jaguar Cosworth,11,1:35.014,220.022
20,13,Olivier Panis,Toyota,53,1:35.023,220.001
21,14,Cristiano da Matta,Toyota,16,1:35.192,219.610
16,15,Takuma Sato,BAR Honda,28,1:35.290,219.385
11,16,Giancarlo Fisichella,Jordan Ford,33,1:35.824,218.162
10,17,Heinz-Harald Frentzen,Sauber Petronas,7,1:36.601,216.407
12,18,Ralph Firman,Jordan Ford,15,1:36.662,216.271
19,19,Jos Verstappen,Minardi Cosworth,51,1:37.869,213.603
18,20,Nicolas Kiesa,Minardi Cosworth,6,1:38.754,211.689
