,Position,Driver,Car,Time
2,1,Rubens Barrichello,Ferrari,1:31.713
3,2,Juan Pablo Montoya,Williams BMW,1:32.412
21,3,Cristiano da Matta,Toyota,1:32.419
20,4,Olivier Panis,Toyota,1:32.862
8,5,Fernando Alonso,Renault,1:33.044
14,6,Mark Webber,Jaguar Cosworth,1:33.106
5,7,David Coulthard,McLaren Mercedes,1:33.137
6,8,Kimi Räikkönen,McLaren Mercedes,1:33.272
17,9,Jenson Button,BAR Honda,1:33.474
15,10,Justin Wilson,Jaguar Cosworth,1:33.558
9,11,Nick Heidfeld,Sauber Petronas,1:33.632
10,12,Heinz-Harald Frentzen,Sauber Petronas,1:33.896
16,13,Takuma Sato,BAR Honda,1:33.924
1,14,Michael Schumacher,Ferrari,1:34.302
12,15,Ralph Firman,Jordan Ford,1:34.771
11,16,Giancarlo Fisichella,Jordan Ford,1:34.912
19,17,Jos Verstappen,Minardi Cosworth,1:34.975
18,18,Nicolas Kiesa,Minardi Cosworth,1:37.226
7,19,Jarno Trulli,Renault,
4,20,Ralf Schumacher,Williams BMW,
