,Position,Driver,Car,Laps,Time,Points
2,1,Rubens Barrichello,Ferrari,53,1:25:11.743,10
6,2,Kimi Räikkönen,McLaren Mercedes,53,+11.085s,8
5,3,David Coulthard,McLaren Mercedes,53,+11.614s,6
17,4,Jenson Button,BAR Honda,53,+33.106s,5
7,5,Jarno Trulli,Renault,53,+34.269s,4
16,6,Takuma Sato,BAR Honda,53,+51.692s,3
21,7,Cristiano da Matta,Toyota,53,+56.794s,2
1,8,Michael Schumacher,Ferrari,53,+59.487s,1
9,9,Nick Heidfeld,Sauber Petronas,53,+60.159s,0
20,10,Olivier Panis,Toyota,53,+61.844s,0
14,11,Mark Webber,Jaguar Cosworth,53,+71.005s,0
4,12,Ralf Schumacher,Williams BMW,52,+1 lap,0
15,13,Justin Wilson,Jaguar Cosworth,52,+1 lap,0
12,14,Ralph Firman,Jordan Ford,51,+2 laps,0
19,15,Jos Verstappen,Minardi Cosworth,51,+2 laps,0
18,16,Nicolas Kiesa,Minardi Cosworth,50,+3 laps,0
11,NC,Giancarlo Fisichella,Jordan Ford,33,DNF,0
8,NC,Fernando Alonso,Renault,17,DNF,0
10,NC,Heinz-Harald Frentzen,Sauber Petronas,9,DNF,0
3,NC,Juan Pablo Montoya,Williams BMW,9,DNF,0
