,Position,Driver,Car,Time / Gap,Laps
5,1,Damon Hill,Williams Renault,1:18.561,23
6,2,David Coulthard,Williams Renault,+0.290s,23
26,3,Olivier Panis,Ligier Mugen Honda,+0.418s,23
1,4,Michael Schumacher,Benetton Renault,+0.573s,23
25,5,Martin Brundle,Ligier Mugen Honda,+0.574s,23
28,6,Gerhard Berger,Ferrari,+0.830s,15
14,7,Rubens Barrichello,Jordan Peugeot,+1.099s,21
8,8,Mika Hakkinen,McLaren Mercedes,+1.357s,21
2,9,Johnny Herbert,Benetton Renault,+1.462s,14
15,10,Eddie Irvine,Jordan Peugeot,+2.106s,20
7,11,Mark Blundell,McLaren Mercedes,+2.323s,16
30,12,Heinz-Harald Frentzen,Sauber Ford,+2.614s,18
9,13,Gianni Morbidelli,Footwork Hart,+2.950s,21
24,14,Luca Badoer,Minardi Ford,+2.981s,23
23,15,Pierluigi Martini,Minardi Ford,+3.208s,23
29,16,Jean-Christophe Boullion,Sauber Ford,+3.217s,22
4,17,Mika Salo,Tyrrell Yamaha,+3.326s,23
10,18,Taki Inoue,Footwork Hart,+4.226s,23
3,19,Ukyo Katayama,Tyrrell Yamaha,+4.302s,15
16,20,Bertrand Gachot,Pacific Ilmor,+5.373s,20
21,21,Pedro Diniz,Forti Ford,+5.413s,15
17,22,Andrea Montermini,Pacific Ilmor,+5.539s,19
22,23,Roberto Moreno,Forti Ford,+6.582s,23
27,24,Jean Alesi,Ferrari,+31.080s,1
