,Position,Driver,Car,Time
11,1,Jackie Stewart,Tyrrell Ford,1:50.710
5,2,Clay Regazzoni,Ferrari,1:51.530
4,3,Jacky Ickx,Ferrari,1:51.880
7,4,Graham Hill,Brabham Ford,1:52.320
15,5,Pedro Rodriguez,BRM,1:52.460
14,6,Jo Siffert,BRM,1:52.500
12,7,Francois  Cevert ,Tyrrell Ford,1:52.690
21,8,Jean-Pierre Beltoise,Matra,1:52.920
20,9,Chris Amon,Matra,1:52.940
24,10,Rolf Stommelen,Surtees Ford,1:53.100
9,11,Denny Hulme,McLaren Ford,1:53.240
17,12,Ronnie Peterson,March Alfa Romeo,1:53.360
22,13,John Surtees,Surtees Ford,1:53.570
8,14,Tim   Schenken,Brabham Ford,1:53.580
2,15,Reine   Wisell,Lotus Pratt & Whitney,1:53.750
16,16,Howden  Ganley ,BRM,1:53.770
1,17,Emerson Fittipaldi,Lotus Pratt & Whitney,1:54.220
27,18,Henri Pescarolo,March Ford,1:54.270
10,19,Peter  Gethin ,McLaren Ford,1:54.900
19,20,Andrea de Adamich ,March Alfa Romeo,1:56.170
18,21,Alex  Soler-Roig ,March Alfa Romeo,1:57.070
28,22,Max   Jean,March Ford,1:59.790
34,23,Francois  Mazet ,March Ford,2:00.510
