,Position,Driver,Car,Time / Gap,Laps
5,1,Michael Schumacher,Ferrari,1:34.126,16
1,2,Fernando Alonso,Renault,+0.054s,13
2,3,Giancarlo Fisichella,Renault,+0.459s,13
12,4,Jenson Button,Honda,+0.490s,20
15,5,Christian Klien,RBR Ferrari,+0.689s,12
3,6,Kimi Räikkönen,McLaren Mercedes,+0.728s,10
7,7,Ralf Schumacher,Toyota,+0.914s,7
10,8,Nico Rosberg,Williams Cosworth,+1.116s,14
14,9,David Coulthard,RBR Ferrari,+1.513s,14
8,10,Jarno Trulli,Toyota,+1.564s,19
9,11,Mark Webber,Williams Cosworth,+1.574s,11
17,12,Jacques Villeneuve,Sauber BMW,+2.018s,9
16,13,Nick Heidfeld,Sauber BMW,+2.379s,13
20,14,Vitantonio Liuzzi,STR Cosworth,+2.423s,15
11,15,Rubens Barrichello,Honda,+2.529s,13
4,16,Juan Pablo Montoya,McLaren Mercedes,+2.927s,8
6,17,Felipe Massa,Ferrari,+3.022s,21
19,18,Christijan Albers,MF1 Toyota,+3.106s,18
21,19,Scott Speed,STR Cosworth,+3.311s,19
18,20,Tiago Monteiro,MF1 Toyota,+3.774s,17
22,21,Takuma Sato,Super Aguri Honda,+4.695s,15
23,22,Yuji Ide,Super Aguri Honda,+6.416s,18
