,Position,Driver,Car,Time
16,1,Tom Pryce,Shadow Matra,1:19.360
8,2,Carlos Pace,Brabham Ford,1:19.500
12,3,Niki Lauda,Ferrari,1:19.540
11,4,Clay Regazzoni,Ferrari,1:19.550
9,5,Vittorio Brambilla,March Ford,1:19.630
3,6,Jody Scheckter,Tyrrell Ford,1:19.810
1,7,Emerson Fittipaldi,McLaren Ford,1:19.910
7,8,Carlos Reutemann,Brabham Ford,1:20.040
24,9,James Hunt,Hesketh Ford,1:20.140
2,10,Jochen Mass,McLaren Ford,1:20.180
17,11,Jean-Pierre Jarier,Shadow Matra,1:20.330
27,12,Mario Andretti,Parnelli Ford,1:20.360
23,13,Tony Brise,Lola Ford,1:20.410
10,14,Hans-Joachim Stuck,March Ford,1:20.460
28,15,Mark Donohue,March Ford,1:20.500
5,16,Ronnie Peterson,Lotus Ford,1:20.580
4,17,Patrick Depailler,Tyrrell Ford,1:20.600
18,18,John Watson,Surtees Ford,1:20.830
21,19,Jacques Laffite,Frank Williams Racing Cars/Williams,1:21.010
22,20,Alan  Jones,Lola Ford,1:21.190
15,21,Brian Henton,Lotus Ford,1:21.360
29,22,Lella Lombardi,March Ford,1:21.600
19,23,Dave  Morgan,Surtees Ford,1:21.650
30,24,Wilson Fittipaldi,Fittipaldi Ford,1:21.670
6,25,Jim Crawford,Lotus Ford,1:21.860
32,26,John  Nicholson ,Lyncar Ford,1:22.860
