,Position,Driver,Car,Time
14,1,Jack Brabham,Brabham Climax,1:20.000
2,2,Jochen Rindt,Lotus Ford,1:20.200
5,3,Denny Hulme,McLaren Ford,1:20.300
7,4,Jackie Stewart,Matra Ford,1:20.400
9,5,Chris Amon,Ferrari,1:20.500
3,6,Mario Andretti,Lotus Ford,1:20.800
1,7,Graham Hill,Lotus Ford,1:21.100
6,8,Bruce McLaren,McLaren Ford,1:21.100
18,9,Basil van Rooyen ,McLaren Ford,1:21.800
16,10,John Love,Lotus Ford,1:22.100
8,11,Jean-Pierre Beltoise,Matra Ford,1:22.200
4,12,Jo Siffert,Lotus Ford,1:22.200
15,13,Jacky Ickx,Brabham Climax,1:23.100
11,14,Jackie Oliver,BRM,1:24.100
12,15,Pedro Rodriguez,BRM,1:25.200
19,16,Peter de Klerk,Brabham Repco,1:27.200
17,17,Sam Tingle,Lotus Ford,1:50.400
10,18,John Surtees,BRM,
