,Position,Driver,Car,Lap,Time,Avg Speed
8,1,Nico Rosberg,Mercedes,53,1:27.239,239.053
15,2,Sergio Perez,Sauber Ferrari,53,1:27.562,238.171
7,3,Michael Schumacher,Mercedes,51,1:27.718,237.748
18,4,Pastor Maldonado,Williams Renault,51,1:28.053,236.843
4,5,Lewis Hamilton,McLaren Mercedes,52,1:28.427,235.841
12,6,Nico Hulkenberg,Force India Mercedes,46,1:28.578,235.439
16,7,Daniel Ricciardo,STR Ferrari,46,1:28.621,235.325
10,8,Jerome d'Ambrosio,Lotus Renault,52,1:28.677,235.177
1,9,Sebastian Vettel,Red Bull Racing Renault,46,1:28.713,235.081
19,10,Bruno Senna,Williams Renault,52,1:28.742,235.004
5,11,Fernando Alonso,Ferrari,44,1:28.835,234.758
6,12,Felipe Massa,Ferrari,33,1:28.914,234.550
3,13,Jenson Button,McLaren Mercedes,31,1:28.926,234.518
14,14,Kamui Kobayashi,Sauber Ferrari,39,1:29.032,234.239
21,15,Vitaly Petrov,Caterham Renault,46,1:29.066,234.149
11,16,Paul di Resta,Force India Mercedes,51,1:29.068,234.144
9,17,Kimi Räikkönen,Lotus Renault,52,1:29.109,234.036
2,18,Mark Webber,Red Bull Racing Renault,43,1:29.202,233.792
20,19,Heikki Kovalainen,Caterham Renault,46,1:29.399,233.277
25,20,Charles Pic,Marussia Cosworth,44,1:29.753,232.357
24,21,Timo Glock,Marussia Cosworth,50,1:29.888,232.008
22,22,Pedro de la Rosa,HRT Cosworth,51,1:30.398,230.699
23,23,Narain Karthikeyan,HRT Cosworth,44,1:31.086,228.957
17,24,Jean-Eric Vergne,STR Ferrari,6,1:31.962,226.776
