,Position,Driver,Car,Q1,Q2,Q3,Laps
4,1,Lewis Hamilton,McLaren Mercedes,1:24.211,1:24.394,1:24.010,15
3,2,Jenson Button,McLaren Mercedes,1:24.672,1:24.255,1:24.133,15
6,3,Felipe Massa,Ferrari,1:24.882,1:24.505,1:24.247,16
11,4,Paul di Resta,Force India Mercedes,1:24.875,1:24.345,1:24.304,17
7,5,Michael Schumacher,Mercedes,1:25.302,1:24.675,1:24.540,14
1,6,Sebastian Vettel,Red Bull Racing Renault,1:25.011,1:24.687,1:24.802,22
8,7,Nico Rosberg,Mercedes,1:24.689,1:24.515,1:24.833,15
9,8,Kimi Räikkönen,Lotus Renault,1:25.151,1:24.742,1:24.855,18
14,9,Kamui Kobayashi,Sauber Ferrari,1:25.317,1:24.683,1:25.109,18
5,10,Fernando Alonso,Ferrari,1:24.175,1:24.242,1:25.678,16
2,11,Mark Webber,Red Bull Racing Renault,1:25.556,1:24.809,,21
18,12,Pastor Maldonado,Williams Renault,1:25.103,1:24.820,,17
15,13,Sergio Perez,Sauber Ferrari,1:25.300,1:24.901,,14
19,14,Bruno Senna,Williams Renault,1:25.135,1:25.042,,16
16,15,Daniel Ricciardo,STR Ferrari,1:25.728,1:25.312,,20
10,16,Jerome d'Ambrosio,Lotus Renault,1:25.834,1:25.408,,19
17,17,Jean-Eric Vergne,STR Ferrari,1:25.649,1:25.441,,18
20,18,Heikki Kovalainen,Caterham Renault,1:26.382,,,11
21,19,Vitaly Petrov,Caterham Renault,1:26.887,,,11
24,20,Timo Glock,Marussia Cosworth,1:27.039,,,10
25,21,Charles Pic,Marussia Cosworth,1:27.073,,,9
23,22,Narain Karthikeyan,HRT Cosworth,1:27.441,,,9
22,23,Pedro de la Rosa,HRT Cosworth,1:27.629,,,10
12,NC,Nico Hulkenberg,Force India Mercedes,DNF,,,2
