,Position,Driver,Car,Time / Gap,Laps
5,1,Damon Hill,Williams Renault,1:19.546,24
1,2,Michael Schumacher,Ferrari,+0.400s,24
6,3,Jacques Villeneuve,Williams Renault,+0.623s,27
4,4,Gerhard Berger,Benetton Renault,+0.839s,26
11,5,Rubens Barrichello,Jordan Peugeot,+0.954s,24
7,6,Mika Hakkinen,McLaren Mercedes,+1.186s,28
8,7,David Coulthard,McLaren Mercedes,+1.407s,30
15,8,Heinz-Harald Frentzen,Sauber Ford,+1.688s,22
9,9,Olivier Panis,Ligier Mugen Honda,+1.705s,28
3,10,Jean Alesi,Benetton Renault,+1.772s,22
2,11,Eddie Irvine,Ferrari,+1.842s,24
12,12,Martin Brundle,Jordan Peugeot,+2.008s,30
19,13,Mika Salo,Tyrrell Yamaha,+2.032s,20
17,14,Jos Verstappen,Footwork Hart,+2.046s,24
18,15,Ukyo Katayama,Tyrrell Yamaha,+2.119s,30
14,16,Johnny Herbert,Sauber Ford,+2.534s,27
10,17,Pedro Diniz,Ligier Mugen Honda,+2.780s,30
20,18,Pedro Lamy,Minardi Ford,+3.668s,30
16,19,Ricardo Rosset,Footwork Hart,+3.939s,18
21,20,Giancarlo Fisichella,Minardi Ford,+4.040s,21
22,21,Luca Badoer,Forti Ford,+6.026s,28
23,22,Andrea Montermini,Forti Ford,+6.907s,30
