,Position,Driver,Car,Time
5,1,Damon Hill,Williams Renault,1:18.941
6,2,Jacques Villeneuve,Williams Renault,1:19.721
1,3,Michael Schumacher,Ferrari,1:20.149
3,4,Jean Alesi,Benetton Renault,1:20.711
11,5,Rubens Barrichello,Jordan Peugeot,1:20.818
8,6,David Coulthard,McLaren Mercedes,1:20.888
2,7,Eddie Irvine,Ferrari,1:20.931
4,8,Gerhard Berger,Benetton Renault,1:21.054
7,9,Mika Hakkinen,McLaren Mercedes,1:21.078
15,10,Heinz-Harald Frentzen,Sauber Ford,1:21.113
12,11,Martin Brundle,Jordan Peugeot,1:21.177
14,12,Johnny Herbert,Sauber Ford,1:21.210
17,13,Jos Verstappen,Footwork Hart,1:21.367
19,14,Mika Salo,Tyrrell Yamaha,1:21.458
9,15,Olivier Panis,Ligier Mugen Honda,1:21.509
18,16,Ukyo Katayama,Tyrrell Yamaha,1:21.812
10,17,Pedro Diniz,Ligier Mugen Honda,1:22.733
21,18,Giancarlo Fisichella,Minardi Ford,1:22.921
20,19,Pedro Lamy,Minardi Ford,1:23.139
16,20,Ricardo Rosset,Footwork Hart,1:23.620
