,Position,Driver,Car,Time / Gap,Laps
5,1,Damon Hill,Williams Renault,1:20.853,30
1,2,Michael Schumacher,Ferrari,+0.479s,26
7,3,Mika Hakkinen,McLaren Mercedes,+0.625s,25
9,4,Olivier Panis,Ligier Mugen Honda,+1.005s,31
8,5,David Coulthard,McLaren Mercedes,+1.109s,30
3,6,Jean Alesi,Benetton Renault,+1.120s,28
11,7,Rubens Barrichello,Jordan Peugeot,+1.161s,30
17,8,Jos Verstappen,Footwork Hart,+1.240s,29
12,9,Martin Brundle,Jordan Peugeot,+1.259s,30
15,10,Heinz-Harald Frentzen,Sauber Ford,+1.299s,28
19,11,Mika Salo,Tyrrell Yamaha,+1.362s,30
6,12,Jacques Villeneuve,Williams Renault,+1.600s,30
14,13,Johnny Herbert,Sauber Ford,+1.672s,30
4,14,Gerhard Berger,Benetton Renault,+1.778s,22
2,15,Eddie Irvine,Ferrari,+1.815s,29
16,16,Ricardo Rosset,Footwork Hart,+2.892s,29
20,17,Pedro Lamy,Minardi Ford,+3.051s,30
18,18,Ukyo Katayama,Tyrrell Yamaha,+3.161s,30
21,19,Giancarlo Fisichella,Minardi Ford,+3.343s,23
10,20,Pedro Diniz,Ligier Mugen Honda,+3.553s,23
22,21,Luca Badoer,Forti Ford,+5.979s,18
23,22,Andrea Montermini,Forti Ford,+6.752s,14
