,Position,Driver,Car,Time
9,1,Kimi Räikkönen,McLaren Mercedes,1:14.320
3,2,Jenson Button,BAR Honda,1:14.759
5,3,Fernando Alonso,Renault,1:14.904
6,4,Giancarlo Fisichella,Renault,1:14.927
1,5,Michael Schumacher,Ferrari,1:15.006
7,6,Mark Webber,Williams BMW,1:15.070
8,7,Nick Heidfeld,Williams BMW,1:15.403
4,8,Takuma Sato,BAR Honda,1:15.501
16,9,Jarno Trulli,Toyota,1:15.532
15,10,Christian Klien,RBR Cosworth,1:15.635
14,11,David Coulthard,RBR Cosworth,1:15.679
17,12,Ralf Schumacher,Toyota,1:15.689
12,13,Felipe Massa,Sauber Petronas,1:16.009
11,14,Jacques Villeneuve,Sauber Petronas,1:16.012
2,15,Rubens Barrichello,Ferrari,1:16.230
21,16,Christijan Albers,Minardi Cosworth,1:17.519
20,17,Robert Doornbos,Minardi Cosworth,1:18.313
18,18,Tiago Monteiro,Jordan Toyota,1:18.599
19,19,Narain Karthikeyan,Jordan Toyota,
10,20,Juan Pablo Montoya,McLaren Mercedes,
