,Position,Driver,Car,Lap,Time,Avg Speed
9,1,Kimi Räikkönen,McLaren Mercedes,24,1:14.873,219.924
5,2,Fernando Alonso,Renault,21,1:15.235,218.866
3,3,Jenson Button,BAR Honda,19,1:15.843,217.111
10,4,Juan Pablo Montoya,McLaren Mercedes,54,1:15.878,217.011
6,5,Giancarlo Fisichella,Renault,21,1:15.890,216.977
17,6,Ralf Schumacher,Toyota,23,1:16.073,216.455
1,7,Michael Schumacher,Ferrari,18,1:16.099,216.381
14,8,David Coulthard,RBR Cosworth,18,1:16.233,216.000
15,9,Christian Klien,RBR Cosworth,45,1:16.236,215.992
12,10,Felipe Massa,Sauber Petronas,45,1:16.288,215.845
16,11,Jarno Trulli,Toyota,45,1:16.474,215.320
2,12,Rubens Barrichello,Ferrari,47,1:16.528,215.168
8,13,Nick Heidfeld,Williams BMW,10,1:16.607,214.946
4,14,Takuma Sato,BAR Honda,27,1:16.725,214.615
7,15,Mark Webber,Williams BMW,46,1:16.803,214.397
11,16,Jacques Villeneuve,Sauber Petronas,26,1:17.122,213.511
18,17,Tiago Monteiro,Jordan Toyota,12,1:18.106,210.821
19,18,Narain Karthikeyan,Jordan Toyota,7,1:18.212,210.535
21,19,Christijan Albers,Minardi Cosworth,11,1:18.425,209.963
20,20,Robert Doornbos,Minardi Cosworth,44,1:19.025,208.369
