,Position,Driver,Car,Time / Gap,Laps
35,1,Alexander Wurz,McLaren Mercedes,1:13.973,37
9,2,Kimi Räikkönen,McLaren Mercedes,+0.603s,20
5,3,Fernando Alonso,Renault,+1.587s,34
10,4,Juan Pablo Montoya,McLaren Mercedes,+1.799s,18
38,5,Ricardo Zonta,Toyota,+2.118s,34
6,6,Giancarlo Fisichella,Renault,+2.173s,28
12,7,Felipe Massa,Sauber Petronas,+2.188s,24
37,8,Vitantonio Liuzzi,RBR Cosworth,+2.324s,38
16,9,Jarno Trulli,Toyota,+2.438s,23
1,10,Michael Schumacher,Ferrari,+2.501s,15
17,11,Ralf Schumacher,Toyota,+2.602s,19
15,12,Christian Klien,RBR Cosworth,+2.685s,14
3,13,Jenson Button,BAR Honda,+2.779s,26
7,14,Mark Webber,Williams BMW,+2.906s,17
8,15,Nick Heidfeld,Williams BMW,+2.920s,18
2,16,Rubens Barrichello,Ferrari,+2.940s,17
11,17,Jacques Villeneuve,Sauber Petronas,+2.965s,20
4,18,Takuma Sato,BAR Honda,+3.019s,27
19,19,Narain Karthikeyan,Jordan Toyota,+3.533s,25
21,20,Christijan Albers,Minardi Cosworth,+3.857s,17
20,21,Robert Doornbos,Minardi Cosworth,+4.005s,28
18,22,Tiago Monteiro,Jordan Toyota,+4.254s,28
39,23,Nicolas Kiesa,Jordan Toyota,+5.511s,19
14,24,David Coulthard,RBR Cosworth,,2
