,Position,Driver,Car,Time
2,1,Alain Prost,Williams Renault,1:37.154
8,2,Ayrton Senna,McLaren Ford,1:37.284
7,3,Mika Hakkinen,McLaren Ford,1:37.326
5,4,Michael Schumacher,Benetton Ford,1:37.530
28,5,Gerhard Berger,Ferrari,1:37.622
0,6,Damon Hill,Williams Renault,1:38.352
9,7,Derek Warwick,Footwork Mugen Honda,1:38.780
15,8,Eddie Irvine,Jordan Hart,1:38.966
10,9,Aguri Suzuki,Footwork Mugen Honda,1:39.278
6,10,Riccardo Patrese,Benetton Ford,1:39.291
30,11,Jyrki Jarvilehto,Sauber,1:39.391
14,12,Rubens Barrichello,Jordan Hart,1:39.426
3,13,Ukyo Katayama,Tyrrell Yamaha,1:39.511
27,14,Jean Alesi,Ferrari,1:39.535
25,15,Martin Brundle,Ligier Renault,1:39.951
29,16,Karl Wendlinger,Sauber,1:40.153
26,17,Mark Blundell,Ligier Renault,1:40.696
4,18,Andrea de Cesaris,Tyrrell Yamaha,1:40.696
12,19,Johnny Herbert,Lotus Ford,1:41.488
11,20,Pedro Lamy,Lotus Ford,1:41.600
20,21,Erik Comas,Larrousse Lamborghini,1:41.769
24,22,Pierluigi Martini,Minardi Ford,1:41.989
19,23,Toshio  Suzuki,Larrousse Lamborghini,1:42.175
23,24,Jean-Marc Gounon,Minardi Ford,1:43.812
