,Position,Driver,Car,Time,Laps
5,1,Michael Schumacher,Benetton Ford,1:37.209,17
0,2,Damon Hill,Williams Renault,1:37.696,23
30,3,Heinz-Harald Frentzen,Sauber Mercedes,1:37.742,19
2,4,Nigel Mansell,Williams Renault,1:37.768,18
6,5,Johnny Herbert,Benetton Ford,1:37.828,17
15,6,Eddie Irvine,Jordan Hart,1:37.880,17
27,7,Jean Alesi,Ferrari,1:37.907,20
7,8,Mika Hakkinen,McLaren Peugeot,1:37.998,24
8,9,Martin Brundle,McLaren Peugeot,1:38.076,22
14,10,Rubens Barrichello,Jordan Hart,1:38.533,15
28,11,Gerhard Berger,Ferrari,1:38.570,24
10,12,Gianni Morbidelli,Footwork Ford,1:39.030,15
4,13,Mark Blundell,Tyrrell Yamaha,1:39.266,19
3,14,Ukyo Katayama,Tyrrell Yamaha,1:39.462,15
29,15,Jyrki Jarvilehto,Sauber Mercedes,1:39.483,13
23,16,Pierluigi Martini,Minardi Ford,1:39.548,21
12,17,Alessandro Zanardi,Lotus Mugen Honda,1:39.721,21
9,18,Christian Fittipaldi,Footwork Ford,1:39.868,21
26,19,Olivier Panis,Ligier Renault,1:40.042,24
25,20,Franck Lagorce,Ligier Renault,1:40.577,23
24,21,Michele Alboreto,Minardi Ford,1:40.652,24
20,22,Erik Comas,Larrousse Ford,1:40.978,23
19,23,Hideki Noda,Larrousse Ford,1:40.990,21
31,24,David Brabham,Simtek Ford,1:41.659,17
11,25,Mika Salo,Lotus Mugen Honda,1:41.805,22
32,26,Taki Inoue,Simtek Ford,1:45.004,9
34,27,Bertrand Gachot,Pacific Ilmor,1:46.374,5
33,28,Paul Belmondo,Pacific Ilmor,1:46.629,9
