,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:14.755,22
6,2,Nico Rosberg,Mercedes,+0.331s,30
5,3,Sebastian Vettel,Ferrari,+0.488s,22
33,4,Max Verstappen,Red Bull Racing TAG Heuer,+0.798s,29
7,5,Kimi Räikkönen,Ferrari,+0.863s,23
77,6,Valtteri Bottas,Williams Mercedes,+1.546s,30
27,7,Nico Hulkenberg,Force India Mercedes,+1.709s,24
55,8,Carlos Sainz,Toro Rosso Ferrari,+1.788s,21
11,9,Sergio Perez,Force India Mercedes,+1.822s,25
14,10,Fernando Alonso,McLaren Honda,+1.908s,18
3,11,Daniel Ricciardo,Red Bull Racing TAG Heuer,+1.979s,28
22,12,Jenson Button,McLaren Honda,+2.033s,8
8,13,Romain Grosjean,Haas Ferrari,+2.253s,22
19,14,Felipe Massa,Williams Mercedes,+2.310s,7
26,15,Daniil Kvyat,Toro Rosso Ferrari,+2.555s,24
21,16,Esteban Gutierrez ,Haas Ferrari,+2.564s,24
12,17,Felipe Nasr,Sauber Ferrari,+3.100s,21
88,18,Rio Haryanto,MRT Mercedes,+3.348s,21
9,19,Marcus Ericsson,Sauber Ferrari,+3.374s,8
20,20,Kevin Magnussen,Renault,+3.654s,13
94,21,Pascal Wehrlein,MRT Mercedes,+3.698s,30
30,22,Jolyon Palmer,Renault,+3.828s,28
