,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
6,1,Nico Rosberg,Mercedes,60,1:15.599,207.669,15:22:25
44,2,Lewis Hamilton,Mercedes,68,1:15.981,206.625,15:31:51
5,3,Sebastian Vettel,Ferrari,70,1:16.297,205.769,15:34:32
33,4,Max Verstappen,Red Bull Racing TAG Heuer,49,1:16.319,205.710,15:08:16
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,51,1:16.506,205.207,15:10:55
11,6,Sergio Perez,Force India Mercedes,54,1:16.559,205.065,15:15:35
55,7,Carlos Sainz,Toro Rosso Ferrari,54,1:16.578,205.014,15:15:26
27,8,Nico Hulkenberg,Force India Mercedes,68,1:16.604,204.944,15:33:23
7,9,Kimi Räikkönen,Ferrari,44,1:16.919,204.105,15:01:53
77,10,Valtteri Bottas,Williams Mercedes,68,1:16.938,204.055,15:32:34
26,11,Daniil Kvyat,Toro Rosso Ferrari,50,1:16.942,204.044,15:10:25
8,12,Romain Grosjean,Haas Ferrari,50,1:17.281,203.149,15:10:58
14,13,Fernando Alonso,McLaren Honda,67,1:17.307,203.081,15:32:41
19,14,Felipe Massa,Williams Mercedes,32,1:17.424,202.774,14:46:16
21,15,Esteban Gutierrez ,Haas Ferrari,48,1:17.728,201.981,15:08:14
12,16,Felipe Nasr,Sauber Ferrari,66,1:17.883,201.579,15:32:32
9,17,Marcus Ericsson,Sauber Ferrari,63,1:18.100,201.019,15:28:01
20,18,Kevin Magnussen,Renault,42,1:18.224,200.700,15:00:32
94,19,Pascal Wehrlein,MRT Mercedes,48,1:18.282,200.551,15:08:32
88,20,Rio Haryanto,MRT Mercedes,57,1:18.658,199.593,15:21:03
22,21,Jenson Button,McLaren Honda,5,1:19.456,197.588,14:10:16
30,22,Jolyon Palmer,Renault,6,1:19.879,196.542,14:11:43
