,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:14.212,43
5,2,Sebastian Vettel,Ferrari,+0.257s,45
6,3,Nico Rosberg,Mercedes,+0.526s,46
33,4,Max Verstappen,Red Bull Racing TAG Heuer,+0.944s,29
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.956s,43
77,6,Valtteri Bottas,Williams Mercedes,+1.001s,46
22,7,Jenson Button,McLaren Honda,+1.001s,35
7,8,Kimi Räikkönen,Ferrari,+1.022s,43
27,9,Nico Hulkenberg,Force India Mercedes,+1.109s,50
55,10,Carlos Sainz,Toro Rosso Ferrari,+1.198s,42
14,11,Fernando Alonso,McLaren Honda,+1.238s,40
11,12,Sergio Perez,Force India Mercedes,+1.281s,47
19,13,Felipe Massa,Williams Mercedes,+1.301s,44
26,14,Daniil Kvyat,Toro Rosso Ferrari,+1.347s,42
8,15,Romain Grosjean,Haas Ferrari,+1.881s,35
20,16,Kevin Magnussen,Renault,+2.043s,39
12,17,Felipe Nasr,Sauber Ferrari,+2.370s,40
21,18,Esteban Gutierrez ,Haas Ferrari,+2.379s,32
9,19,Marcus Ericsson,Sauber Ferrari,+2.690s,51
30,20,Jolyon Palmer,Renault,+2.789s,48
94,21,Pascal Wehrlein,MRT Mercedes,+2.811s,32
88,22,Rio Haryanto,MRT Mercedes,+3.211s,49
