,Position,Driver,Car,Laps,Time,Points
3,1,Jacky Ickx,Ferrari,65,1:53:28.360,9
4,2,Clay Regazzoni,Ferrari,65,+45.460s,6
8,3,Denny Hulme,McLaren Ford,65,+45.970s,4
12,4,Chris Amon,March Ford,65,+47.050s,3
6,5,Jean-Pierre Beltoise,Matra,65,+50.110s,2
19,6,Pedro Rodriguez,BRM,65,+84.760s,1
20,7,Jackie Oliver,BRM,64,+1 lap,0
17,8,John Surtees,Surtees Ford,64,+1 lap,0
7,9,Henri Pescarolo,Matra,61,+4 laps,0
23,NC,Reine   Wisell,Lotus Ford,56,+9 laps,0
15,NC,Jack Brabham,Brabham Ford,52,DNF,0
1,NC,Jackie Stewart,Tyrrell Ford,33,DNF,0
9,NC,Peter  Gethin ,McLaren Ford,27,DNF,0
16,NC,Rolf Stommelen,Brabham Ford,15,DNF,0
2,NC,Francois  Cevert ,March Ford,8,DNF,0
14,NC,Graham Hill,Lotus Ford,4,DNF,0
11,NC,Jo Siffert,March Ford,3,DNF,0
24,NC,Emerson Fittipaldi,Lotus Ford,1,DNF,0
