,Position,Driver,Car,Laps,Time,Points
77,1,Valtteri Bottas,Mercedes,52,1:21:46.755,25
5,2,Sebastian Vettel,Ferrari,52,+13.343s,18
44,3,Lewis Hamilton,Mercedes,52,+13.858s,16
23,4,Alexander Albon,Red Bull Racing Honda,52,+59.537s,12
55,5,Carlos Sainz,McLaren Renault,52,+69.101s,10
3,DQ,Daniel Ricciardo,Renault,51,+1 lap,0
16,6,Charles Leclerc,Ferrari,51,+1 lap,8
10,7,Pierre Gasly,Scuderia Toro Rosso Honda,51,+1 lap,6
11,8,Sergio Perez,Racing Point BWT Mercedes,51,+1 lap,4
27,DQ,Nico Hulkenberg,Renault,51,+1 lap,0
18,9,Lance Stroll,Racing Point BWT Mercedes,51,+1 lap,2
26,10,Daniil Kvyat,Scuderia Toro Rosso Honda,51,+1 lap,1
4,11,Lando Norris,McLaren Renault,51,+1 lap,0
7,12,Kimi Räikkönen,Alfa Romeo Racing Ferrari,51,+1 lap,0
8,13,Romain Grosjean,Haas Ferrari,51,+1 lap,0
99,14,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,51,+1 lap,0
20,15,Kevin Magnussen,Haas Ferrari,51,+1 lap,0
63,16,George Russell,Williams Mercedes,50,+2 laps,0
88,17,Robert Kubica,Williams Mercedes,50,+2 laps,0
33,NC,Max Verstappen,Red Bull Racing Honda,14,DNF,0
