,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Sebastian Vettel,Ferrari,1:28.988,1:28.174,1:27.064,16
16,2,Charles Leclerc,Ferrari,1:28.405,1:28.179,1:27.253,16
77,3,Valtteri Bottas,Mercedes,1:28.896,1:27.688,1:27.293,21
44,4,Lewis Hamilton,Mercedes,1:28.735,1:27.826,1:27.302,20
33,5,Max Verstappen,Red Bull Racing Honda,1:28.754,1:28.499,1:27.851,16
23,6,Alexander Albon,Red Bull Racing Honda,1:29.351,1:28.156,1:27.851,19
55,7,Carlos Sainz,McLaren Renault,1:29.018,1:28.577,1:28.304,21
4,8,Lando Norris,McLaren Renault,1:28.873,1:28.571,1:28.464,21
10,9,Pierre Gasly,Scuderia Toro Rosso Honda,1:29.411,1:28.779,1:28.836,21
8,10,Romain Grosjean,Haas Ferrari,1:29.572,1:29.144,1:29.341,15
99,11,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:29.604,1:29.254,,15
18,12,Lance Stroll,Racing Point BWT Mercedes,1:29.594,1:29.345,,12
7,13,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:29.636,1:29.358,,15
26,14,Daniil Kvyat,Scuderia Toro Rosso Honda,1:29.723,1:29.563,,16
27,15,Nico Hulkenberg,Renault,1:29.619,1:30.112,,13
3,16,Daniel Ricciardo,Renault,1:29.822,,,8
11,17,Sergio Perez,Racing Point BWT Mercedes,1:30.344,,,9
63,18,George Russell,Williams Mercedes,1:30.364,,,10
20,NC,Kevin Magnussen,Haas Ferrari,DNF,,,2
88,NC,Robert Kubica,Williams Mercedes,DNS,,,1
