,Position,Driver,Car,Time
5,1,Sebastian Vettel,Ferrari,1:27.064
16,2,Charles Leclerc,Ferrari,1:27.253
77,3,Valtteri Bottas,Mercedes,1:27.293
44,4,Lewis Hamilton,Mercedes,1:27.302
33,5,Max Verstappen,Red Bull Racing Honda,1:27.851
23,6,Alexander Albon,Red Bull Racing Honda,1:27.851
55,7,Carlos Sainz,McLaren Renault,1:28.304
4,8,Lando Norris,McLaren Renault,1:28.464
10,9,Pierre Gasly,Scuderia Toro Rosso Honda,1:28.836
8,10,Romain Grosjean,Haas Ferrari,1:29.341
99,11,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:29.254
18,12,Lance Stroll,Racing Point BWT Mercedes,1:29.345
7,13,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:29.358
26,14,Daniil Kvyat,Scuderia Toro Rosso Honda,1:29.563
27,15,Nico Hulkenberg,Renault,1:30.112
3,16,Daniel Ricciardo,Renault,1:29.822
11,17,Sergio Perez,Racing Point BWT Mercedes,1:30.344
63,18,George Russell,Williams Mercedes,1:30.364
20,19,Kevin Magnussen,Haas Ferrari,
