,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,45,1:30.983,229.770,15:24:43
16,2,Charles Leclerc,Ferrari,48,1:31.611,228.195,15:30:42
20,3,Kevin Magnussen,Haas Ferrari,49,1:31.732,227.894,15:33:31
77,4,Valtteri Bottas,Mercedes,49,1:31.862,227.571,15:30:41
5,5,Sebastian Vettel,Ferrari,38,1:32.122,226.929,15:13:51
99,6,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,51,1:32.369,226.322,15:36:36
11,7,Sergio Perez,Racing Point BWT Mercedes,46,1:32.621,225.706,15:27:51
23,8,Alexander Albon,Red Bull Racing Honda,36,1:32.775,225.332,15:11:23
7,9,Kimi Räikkönen,Alfa Romeo Racing Ferrari,50,1:33.190,224.328,15:34:37
26,10,Daniil Kvyat,Scuderia Toro Rosso Honda,47,1:33.239,224.210,15:29:35
3,11,Daniel Ricciardo,Renault,48,1:33.481,223.630,15:30:48
55,12,Carlos Sainz,McLaren Renault,46,1:33.563,223.434,15:27:05
4,13,Lando Norris,McLaren Renault,31,1:34.116,222.121,15:04:11
18,14,Lance Stroll,Racing Point BWT Mercedes,26,1:34.713,220.721,14:55:47
27,15,Nico Hulkenberg,Renault,47,1:34.921,220.237,15:29:16
8,16,Romain Grosjean,Haas Ferrari,18,1:34.988,220.082,14:43:14
10,17,Pierre Gasly,Scuderia Toro Rosso Honda,43,1:35.321,219.313,15:22:50
63,18,George Russell,Williams Mercedes,27,1:35.458,218.998,14:58:13
88,19,Robert Kubica,Williams Mercedes,44,1:36.332,217.012,15:26:58
33,20,Max Verstappen,Red Bull Racing Honda,10,1:37.249,214.965,14:29:59
