,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:45.388,5
11,2,Giancarlo Fisichella,Sauber Petronas,+0.714s,4
6,3,Kimi Räikkönen,McLaren Mercedes,+1.361s,5
2,4,Rubens Barrichello,Ferrari,+1.486s,5
5,5,David Coulthard,McLaren Mercedes,+2.645s,7
19,6,Timo Glock,Jordan Ford,+3.889s,8
18,7,Nick Heidfeld,Jordan Ford,+3.898s,4
10,8,Takuma Sato,BAR Honda,+3.982s,6
35,9,Anthony Davidson,BAR Honda,+4.210s,12
7,10,Jacques Villeneuve,Renault,+4.284s,8
8,11,Fernando Alonso,Renault,+4.324s,7
4,12,Ralf Schumacher,Williams BMW,+4.348s,4
3,13,Juan Pablo Montoya,Williams BMW,+4.672s,3
16,14,Jarno Trulli,Toyota,+4.998s,7
14,15,Mark Webber,Jaguar Cosworth,+5.278s,9
39,16,Robert Doornbos,Jordan Ford,+5.619s,11
15,17,Christian Klien,Jaguar Cosworth,+6.844s,9
40,18,Bas Leinders,Minardi Cosworth,+7.554s,8
20,19,Gianmaria Bruni,Minardi Cosworth,+7.806s,6
9,20,Jenson Button,BAR Honda,+8.094s,3
21,21,Zsolt Baumgartner,Minardi Cosworth,+9.315s,8
12,22,Felipe Massa,Sauber Petronas,,2
17,23,Olivier Panis,Toyota,,1
