,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,53,1:24:26.985,10
4,2,Ralf Schumacher,Williams BMW,53,+14.098s,8
9,3,Jenson Button,BAR Honda,53,+19.662s,6
10,4,Takuma Sato,BAR Honda,53,+31.781s,5
8,5,Fernando Alonso,Renault,53,+37.767s,4
6,6,Kimi Räikkönen,McLaren Mercedes,53,+39.362s,3
3,7,Juan Pablo Montoya,Williams BMW,53,+55.347s,2
11,8,Giancarlo Fisichella,Sauber Petronas,53,+56.276s,1
12,9,Felipe Massa,Sauber Petronas,53,+89.656s,0
7,10,Jacques Villeneuve,Renault,52,+1 lap,0
16,11,Jarno Trulli,Toyota,52,+1 lap,0
15,12,Christian Klien,Jaguar Cosworth,52,+1 lap,0
18,13,Nick Heidfeld,Jordan Ford,52,+1 lap,0
17,14,Olivier Panis,Toyota,51,+2 laps,0
19,15,Timo Glock,Jordan Ford,51,+2 laps,0
20,16,Gianmaria Bruni,Minardi Cosworth,50,+3 laps,0
21,NC,Zsolt Baumgartner,Minardi Cosworth,41,DNF,0
5,NC,David Coulthard,McLaren Mercedes,38,DNF,0
2,NC,Rubens Barrichello,Ferrari,38,DNF,0
14,NC,Mark Webber,Jaguar Cosworth,20,DNF,0
