,Position,Driver,Car,Lap,Time,Avg Speed
2,1,Rubens Barrichello,Ferrari,30,1:32.730,225.441
1,2,Michael Schumacher,Ferrari,41,1:32.796,225.281
4,3,Ralf Schumacher,Williams BMW,23,1:33.467,223.663
12,4,Felipe Massa,Sauber Petronas,40,1:33.614,223.312
10,5,Takuma Sato,BAR Honda,28,1:33.742,223.007
3,6,Juan Pablo Montoya,Williams BMW,30,1:33.779,222.919
9,7,Jenson Button,BAR Honda,33,1:33.819,222.824
11,8,Giancarlo Fisichella,Sauber Petronas,44,1:33.850,222.751
5,9,David Coulthard,McLaren Mercedes,14,1:33.917,222.592
6,10,Kimi Räikkönen,McLaren Mercedes,35,1:33.920,222.585
14,11,Mark Webber,Jaguar Cosworth,13,1:34.229,221.855
8,12,Fernando Alonso,Renault,29,1:34.279,221.737
17,13,Olivier Panis,Toyota,11,1:34.438,221.364
16,14,Jarno Trulli,Toyota,52,1:34.626,220.924
15,15,Christian Klien,Jaguar Cosworth,32,1:35.261,219.451
7,16,Jacques Villeneuve,Renault,28,1:35.290,219.385
18,17,Nick Heidfeld,Jordan Ford,25,1:35.524,218.847
19,18,Timo Glock,Jordan Ford,14,1:36.667,216.259
20,19,Gianmaria Bruni,Minardi Cosworth,27,1:39.352,210.415
21,20,Zsolt Baumgartner,Minardi Cosworth,26,1:39.434,210.241
