,Position,Driver,Car,Time
12,1,Niki Lauda,Ferrari,1:18.310
11,2,Clay Regazzoni,Ferrari,1:18.910
5,3,Emerson Fittipaldi,McLaren Ford,1:19.560
33,4,Mike Hailwood,McLaren Ford,1:19.680
3,5,Jody Scheckter,Tyrrell Ford,1:19.910
24,6,James Hunt,March Ford,1:19.950
17,7,Jean-Pierre Jarier,Shadow Ford,1:20.070
4,8,Patrick Depailler,Tyrrell Ford,1:20.140
6,9,Denny Hulme,McLaren Ford,1:20.150
1,10,Ronnie Peterson,Lotus Ford,1:20.220
16,11,Tom Pryce,Shadow Ford,1:20.440
7,12,Carlos Reutemann,Brabham Ford,1:20.450
28,13,John Watson,Brabham Ford,1:20.780
27,14,Guy Edwards,Lola Ford,1:21.000
10,15,Vittorio Brambilla,March Ford,1:21.010
14,16,Jean-Pierre Beltoise,BRM,1:21.040
22,17,Vern Schuppan,Ensign Ford,1:21.140
2,18,Jacky Ickx,Lotus Ford,1:21.210
26,19,Graham Hill,Lola Ford,1:21.220
19,20,Jochen Mass,Surtees Ford,1:21.270
20,21,Arturo Merzario,Iso Marlboro Ford,1:21.520
9,22,Hans-Joachim Stuck,March Ford,1:21.530
8,23,Rikky von Opel,Brabham Ford,1:21.560
15,24,Henri Pescarolo,BRM,1:21.840
37,25,Francois  Migault,BRM,1:22.340
