,Position,Driver,Car,Laps,Time,Points
12,1,Niki Lauda,Ferrari,75,1:43:00.350,9
11,2,Clay Regazzoni,Ferrari,75,+8.250s,6
5,3,Emerson Fittipaldi,McLaren Ford,75,+30.270s,4
33,4,Mike Hailwood,McLaren Ford,75,+31.290s,3
3,5,Jody Scheckter,Tyrrell Ford,75,+34.280s,2
4,6,Patrick Depailler,Tyrrell Ford,75,+51.520s,1
28,7,John Watson,Brabham Ford,75,+73.950s,0
1,8,Ronnie Peterson,Lotus Ford,73,+2 laps,0
8,9,Rikky von Opel,Brabham Ford,73,+2 laps,0
10,10,Vittorio Brambilla,March Ford,72,+3 laps,0
2,11,Jacky Ickx,Lotus Ford,71,+4 laps,0
7,12,Carlos Reutemann,Brabham Ford,71,+4 laps,0
22,DQ,Vern Schuppan,Ensign Ford,69,DSQ,0
6,NC,Denny Hulme,McLaren Ford,65,DNF,0
37,NC,Francois  Migault,BRM,60,DNF,0
20,NC,Arturo Merzario,Iso Marlboro Ford,54,DNF,0
27,NC,Guy Edwards,Lola Ford,36,DNF,0
17,NC,Jean-Pierre Jarier,Shadow Ford,27,DNF,0
14,NC,Jean-Pierre Beltoise,BRM,18,DNF,0
26,NC,Graham Hill,Lola Ford,16,DNF,0
15,NC,Henri Pescarolo,BRM,15,DNF,0
19,NC,Jochen Mass,Surtees Ford,8,DNF,0
24,NC,James Hunt,Hesketh Ford,2,DNF,0
9,NC,Hans-Joachim Stuck,March Ford,0,DNF,0
16,NC,Tom Pryce,Shadow Ford,0,DNF,0
