,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Mika Hakkinen,McLaren Mercedes,34,1:38.543,202.498
3,2,Michael Schumacher,Ferrari,21,1:39.064,201.433
4,3,Rubens Barrichello,Ferrari,23,1:39.302,200.950
2,4,David Coulthard,McLaren Mercedes,36,1:39.529,200.492
22,5,Jacques Villeneuve,BAR Honda,20,1:40.160,199.229
7,6,Eddie Irvine,Jaguar Cosworth,18,1:40.292,198.967
12,7,Alexander Wurz,Benetton Playlife,19,1:40.312,198.927
23,8,Ricardo Zonta,BAR Honda,21,1:40.498,198.559
8,9,Johnny Herbert,Jaguar Cosworth,27,1:40.764,198.035
17,10,Mika Salo,Sauber Petronas,14,1:40.896,197.775
11,11,Giancarlo Fisichella,Benetton Playlife,53,1:40.925,197.719
19,12,Jos Verstappen,Arrows Supertec,27,1:41.104,197.369
6,13,Jarno Trulli,Jordan Mugen Honda,33,1:41.262,197.061
14,14,Jean Alesi,Prost Peugeot,34,1:41.634,196.339
9,15,Ralf Schumacher,Williams BMW,42,1:41.729,196.156
20,16,Marc Gene,Minardi Fondmetal,27,1:41.928,195.773
10,17,Jenson Button,Williams BMW,17,1:42.226,195.202
21,18,Gaston Mazzacane,Minardi Fondmetal,24,1:43.147,193.459
5,19,Heinz-Harald Frentzen,Jordan Mugen Honda,3,1:44.557,190.850
