,Position,Driver,Car,Time / Gap,Laps
1,1,Mika Hakkinen,McLaren Mercedes,1:40.262,36
3,2,Michael Schumacher,Ferrari,+0.014s,28
2,3,David Coulthard,McLaren Mercedes,+0.236s,27
4,4,Rubens Barrichello,Ferrari,+0.615s,34
6,5,Jarno Trulli,Jordan Mugen Honda,+1.042s,31
9,6,Ralf Schumacher,Williams BMW,+1.231s,35
23,7,Ricardo Zonta,BAR Honda,+1.235s,39
11,8,Giancarlo Fisichella,Benetton Playlife,+1.331s,35
12,9,Alexander Wurz,Benetton Playlife,+1.417s,30
5,10,Heinz-Harald Frentzen,Jordan Mugen Honda,+1.489s,28
19,11,Jos Verstappen,Arrows Supertec,+1.652s,28
10,12,Jenson Button,Williams BMW,+1.750s,36
8,13,Johnny Herbert,Jaguar Cosworth,+1.851s,28
7,14,Eddie Irvine,Jaguar Cosworth,+1.879s,31
18,15,Pedro de la Rosa,Arrows Supertec,+1.992s,31
16,16,Pedro Diniz,Sauber Petronas,+2.195s,31
22,17,Jacques Villeneuve,BAR Honda,+2.387s,17
14,18,Jean Alesi,Prost Peugeot,+2.606s,33
17,19,Mika Salo,Sauber Petronas,+3.022s,34
21,20,Gaston Mazzacane,Minardi Fondmetal,+3.162s,29
20,21,Marc Gene,Minardi Fondmetal,+3.393s,33
15,22,Nick Heidfeld,Prost Peugeot,+3.524s,23
