,Position,Driver,Car,Time / Gap,Laps
3,1,Michael Schumacher,Ferrari,1:38.429,17
7,2,David Coulthard,McLaren Mercedes,+0.244s,27
8,3,Mika Hakkinen,McLaren Mercedes,+0.323s,18
2,4,Heinz-Harald Frentzen,Williams Mecachrome,+0.445s,25
1,5,Jacques Villeneuve,Williams Mecachrome,+1.454s,21
10,6,Ralf Schumacher,Jordan Mugen Honda,+1.574s,21
9,7,Damon Hill,Jordan Mugen Honda,+1.717s,24
5,8,Giancarlo Fisichella,Benetton Playlife,+1.836s,21
4,9,Eddie Irvine,Ferrari,+2.123s,15
11,10,Olivier Panis,Prost Peugeot,+2.428s,18
14,11,Jean Alesi,Sauber Petronas,+2.496s,22
6,12,Alexander Wurz,Benetton Playlife,+2.573s,22
21,13,Toranosuke Takagi,Tyrrell Ford,+2.676s,18
18,14,Rubens Barrichello,Stewart Ford,+2.743s,25
15,15,Johnny Herbert,Sauber Petronas,+3.114s,25
17,16,Mika Salo,Arrows,+3.394s,22
16,17,Pedro Diniz,Arrows,+3.460s,13
19,18,Jos Verstappen,Stewart Ford,+3.495s,20
12,19,Jarno Trulli,Prost Peugeot,+4.357s,25
22,20,Shinji Nakano,Minardi Ford,+4.584s,20
23,21,Esteban Tuero,Minardi Ford,+4.619s,26
