,Position,Driver,Car,Laps,Time,Points
2,1,Ronnie Peterson,Lotus Ford,54,1:41:36.520,9
6,2,Francois  Cevert ,Tyrrell Ford,54,+40.920s,6
10,3,Carlos Reutemann,Brabham Ford,54,+46.480s,4
5,4,Jackie Stewart,Tyrrell Ford,54,+46.930s,3
3,5,Jacky Ickx,Ferrari,54,+48.900s,2
27,6,James Hunt,March Ford,54,+82.540s,1
4,7,Arturo Merzario,Ferrari,54,+89.190s,0
7,8,Denny Hulme,McLaren Ford,54,+89.530s,0
21,9,Niki Lauda,BRM,54,+105.760s,0
12,10,Graham Hill,Shadow Ford,53,+1 lap,0
20,11,Jean-Pierre Beltoise,BRM,53,+1 lap,0
19,12,Clay Regazzoni,BRM,53,+1 lap,0
24,13,Carlos Pace,Surtees Ford,51,+3 laps,0
25,14,Howden  Ganley ,Iso Marlboro Ford,51,+3 laps,0
29,15,Rikky von Opel,Ensign Ford,51,+3 laps,0
11,16,Wilson Fittipaldi,Brabham Ford,50,DNF,0
8,NC,Jody Scheckter,McLaren Ford,43,DNF,0
1,NC,Emerson Fittipaldi,Lotus Ford,41,DNF,0
23,NC,Mike Hailwood,Surtees Ford,29,DNF,0
9,NC,Andrea de Adamich ,Brabham Ford,28,DNF,0
15,NC,Reine   Wisell,March Ford,20,DNF,0
16,NC,George  Follmer ,Shadow Ford,16,DNF,0
26,NC,Henri Pescarolo,Iso Marlboro Ford,16,DNF,0
14,NC,Jean-Pierre Jarier,March Ford,7,DNF,0
17,NC,Jackie Oliver,Shadow Ford,0,DNF,0
