,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:18.634,19
2,2,Rubens Barrichello,Ferrari,+0.040s,20
4,3,David Coulthard,McLaren Mercedes,+0.052s,29
17,4,Kimi Räikkönen,Sauber Petronas,+0.131s,24
16,5,Nick Heidfeld,Sauber Petronas,+0.376s,24
12,6,Jarno Trulli,Jordan Honda,+0.552s,22
9,7,Olivier Panis,BAR Honda,+0.619s,30
3,8,Mika Hakkinen,McLaren Mercedes,+0.647s,22
5,9,Ralf Schumacher,Williams BMW,+0.772s,25
10,10,Jacques Villeneuve,BAR Honda,+0.943s,23
11,11,Heinz-Harald Frentzen,Jordan Honda,+1.269s,18
6,12,Juan Pablo Montoya,Williams BMW,+1.568s,23
22,13,Jean Alesi,Prost Acer,+2.107s,20
23,14,Luciano Burti,Prost Acer,+2.167s,31
15,15,Enrique Bernoldi,Arrows Asiatech,+2.363s,22
14,16,Jos Verstappen,Arrows Asiatech,+2.435s,28
18,17,Eddie Irvine,Jaguar Cosworth,+2.655s,26
7,18,Giancarlo Fisichella,Benetton Renault,+2.770s,28
21,19,Fernando Alonso,Minardi European,+2.859s,19
8,20,Jenson Button,Benetton Renault,+3.170s,23
19,21,Pedro de la Rosa,Jaguar Cosworth,+3.662s,14
20,22,Tarso Marques,Minardi European,+5.737s,18
