,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Michael Schumacher,Ferrari,25,1:21.151,209.831
3,2,Mika Hakkinen,McLaren Mercedes,49,1:21.368,209.271
2,3,Rubens Barrichello,Ferrari,27,1:21.720,208.370
4,4,David Coulthard,McLaren Mercedes,41,1:22.091,207.428
5,5,Ralf Schumacher,Williams BMW,19,1:22.362,206.745
9,6,Olivier Panis,BAR Honda,26,1:22.475,206.462
10,7,Jacques Villeneuve,BAR Honda,22,1:22.513,206.367
18,8,Eddie Irvine,Jaguar Cosworth,23,1:22.568,206.230
16,9,Nick Heidfeld,Sauber Petronas,26,1:22.738,205.806
6,10,Juan Pablo Montoya,Williams BMW,39,1:22.841,205.550
17,11,Kimi Räikkönen,Sauber Petronas,40,1:23.049,205.035
12,12,Jarno Trulli,Jordan Honda,24,1:23.087,204.941
22,13,Jean Alesi,Prost Acer,20,1:23.668,203.518
23,14,Luciano Burti,Prost Acer,23,1:23.794,203.212
14,15,Jos Verstappen,Arrows Asiatech,17,1:23.965,202.798
21,16,Fernando Alonso,Minardi European,37,1:24.423,201.698
15,17,Enrique Bernoldi,Arrows Asiatech,4,1:24.740,200.944
7,18,Giancarlo Fisichella,Benetton Renault,14,1:25.298,199.629
8,19,Jenson Button,Benetton Renault,57,1:25.406,199.377
20,20,Tarso Marques,Minardi European,16,1:25.791,198.482
19,21,Pedro de la Rosa,Jaguar Cosworth,3,1:25.932,198.156
11,22,Heinz-Harald Frentzen,Jordan Honda,3,1:26.158,197.636
