,Position,Driver,Car,Time
1,1,Michael Schumacher,Ferrari,1:18.201
3,2,Mika Hakkinen,McLaren Mercedes,1:18.286
4,3,David Coulthard,McLaren Mercedes,1:18.635
2,4,Rubens Barrichello,Ferrari,1:18.674
5,5,Ralf Schumacher,Williams BMW,1:19.016
12,6,Jarno Trulli,Jordan Honda,1:19.093
10,7,Jacques Villeneuve,BAR Honda,1:19.122
11,8,Heinz-Harald Frentzen,Jordan Honda,1:19.150
17,9,Kimi Räikkönen,Sauber Petronas,1:19.229
16,10,Nick Heidfeld,Sauber Petronas,1:19.232
9,11,Olivier Panis,BAR Honda,1:19.479
6,12,Juan Pablo Montoya,Williams BMW,1:19.660
18,13,Eddie Irvine,Jaguar Cosworth,1:20.326
23,14,Luciano Burti,Prost Acer,1:20.585
22,15,Jean Alesi,Prost Acer,1:20.601
15,16,Enrique Bernoldi,Arrows Asiatech,1:20.696
14,17,Jos Verstappen,Arrows Asiatech,1:20.737
21,18,Fernando Alonso,Minardi European,1:21.037
7,19,Giancarlo Fisichella,Benetton Renault,1:21.065
19,20,Pedro de la Rosa,Jaguar Cosworth,1:21.338
8,21,Jenson Button,Benetton Renault,1:21.916
20,22,Tarso Marques,Minardi European,1:22.522
