,Position,Driver,Car,Time
1,1,Jim Clark,Lotus Climax,8:22.700
10,2,Jackie Stewart,BRM,8:26.100
9,3,Graham Hill,BRM,8:26.800
7,4,John Surtees,Ferrari,8:27.800
5,5,Dan Gurney,Brabham Climax,8:29.000
2,6,Mike Spence,Lotus Climax,8:33.400
8,7,Lorenzo Bandini,Ferrari,8:33.800
12,8,Jochen Rindt,Cooper Climax,8:37.500
16,9,Jo Bonnier,Brabham Climax,8:37.900
11,10,Bruce McLaren,Cooper Climax,8:39.000
17,11,Jo Siffert,Brabham Climax,8:39.600
3,12,Gerhard Mitter,Lotus Climax,8:40.400
6,13,Denny Hulme,Brabham Climax,8:42.300
4,14,Jack Brabham,Brabham Climax,8:44.900
19,15,Chris Amon,Lotus BRM,8:50.500
20,16,Richard Attwood,Lotus BRM,8:57.700
21,17,Frank Gardner,Brabham Ford,8:59.300
24,18,Masten Gregory,BRM,9:14.300
22,19,Paul Hawkins,Lotus Climax,9:16.800
